class_id	student_id	sentence_id	sentence	TRANSLATION	gibbs	gibbs options	emotions
FAU	30	21	Auch eine bessere Einführung in die gesamte Vorlesung.	" "" Also a better introduction to the whole lecture. "" "	2.0	2	disapproval
FAU	30	22	Auch das Begleitseminar war nicht so gut gestaltet, da ich zum Beispiel im „Crash-Kurs“ war,der im Nachhinein nicht wirklich hilfreich war, da wir alles bearbeiten mussten, ohne überhaupt die VL schon mal gesehen hatten und die Zeit auch viel zu knapp bemessen war.	" "" Also the accompanying seminar was not so well designed  as I was for example in the ""crash course"" which in retrospect was not really helpful  as we had to work on everything without even having seen the VL before and the time was also much too short. "" "	3.0	4, 2, 3	disapproval
FAU	30	23	Es wurden Lösungen erwartet, die ich in dieser kurzen Zeit nicht zu meiner Zufriedenheit bearbeiten konnte, da ich  mich nicht so schnell in die Thematik hineinlesen konnte.	" "" Solutions were expected and I was not able to work on them to my satisfaction in that short amount of time because I could not read into the subject matter that quickly. "" "	3.0	3, 2	disapproval, frustration
FAU	31	0	Vor der Bearbeitung der Thematik Klassenmanagement u. Umgang mit Störungen, hätte ich eventuell schneller impulsiver gehandelt, in dem Ich das Verhalten meiner damaligen Lehrer*innen kopiert hätte.	" "" Before working on the topic of class management and dealing with disturbances  I might have acted more quickly and impulsively by copying the behavior of my former teachers. "" "	4.0	2, 3, 4	regret, appreciation
FAU	31	1	Anderer Seitz habe ich mir vor der Thematik schon viel dazu überlegt und Gedanken gemacht.	" "" On the other hand  I have already thought a lot about it and thought about it before the topic. "" "	2.0	2	pensive
FAU	31	2	Darum kam es auch zu keinen riesigen Überraschungen.	" "" Therefore it came also to no gigantic surprises. "" "	4.0	0, 4	0
FAU	31	3	Zu Beginn ist es mir die Aufgabe schwergefallen.	" "" At the beginning it was difficult for me the task. "" "	2.0	2	challenge
FAU	31	4	Hauptsächlich aus dem Grund, weil es keine Konkreten Vorstellungen dazu gab, z.B.	" "" Mainly for the reason that there were no concrete ideas about it  e.g. "" "	3.0	0, 3	disapproval
FAU	31	5	Wie ausführlich soll die Analyse werden.	" "" How detailed should the analysis be. "" "	0.0	0	0
FAU	31	6	Wie genau soll ich meine Reaktion darstellen.	" "" How exactly should I present my reaction. "" "	0.0	0	0
FAU	31	7	Wie ausführlich soll die Reflexion sein.	" "" How detailed should the reflection be. "" "	0.0	0	0
FAU	31	8	Usw.	" "" Etc. "" "	0.0	0	0
FAU	31	9	Jedoch beim Beginnen der Aufgabe habe ich gemerkt, dass man schnell in einen Schreib Fluss kommt und ich habe dieses Ergebnis des Schreibfluss auch beibehalten.	" "" However  when starting the task I noticed that you quickly get into a writing flow and I kept this result of writing flow. "" "	2.0	2	satisfaction
FAU	31	10	Natürlich könnte man z.B. bei der Analyse sehr viel mehr ins Detail gehen, nur dass wieder rum finde ich in diesem Kontext der „spontanen Reaktion“ Nicht angemessen.	" "" Of course one could go for example with the analysis very much more into the detail  only that again rum I find in this context of the ""spontaneous reaction"" Not appropriate. "" "	3.0	2, 3	disapproval
FAU	31	11	Des Weiteren hatte gab es gewisse organisatorischen Schwierigkeiten macht es einen Unterscheid, ob ich die Hilfestellung nutze oder nicht.	" "" Furthermore  there had been certain organizational difficulties makes it a difference whether I use the assistance or not. "" "	3.0	2, 3 aggram	challenge-n
FAU	31	12	Wen ich in der Lernsequenz einfach auf weiter klick bekomm ich die Hilfestellung automatisch?	" "" Wen I in the learning sequence simply click on continue get I the assistance automatically? "" "	0.0	0 aggram	pensive
FAU	31	13	Und wird das dann abgespeichert?	" "" And is that then saved? "" "	0.0	0	0
FAU	31	14	usw.	" "" etc. "" "	0.0	0	0
FAU	31	15	Ich find diese Art der Übung immer noch sehr gut und ich denk, dass sollte man auf jeden Fall beibehalten da man so präventiv lernt besser zu handeln.	" "" I still find this kind of exercise very good and I think that you should definitely keep it because you learn to act better so preventively. "" "	3.0	2, 3, 4	appreciation
FAU	31	16	Dennoch kann ich mir vorstellen, dass gerade in dieser Situation der Unterschied zwischen schriftliche Ausarbeitung und der realen Situation sehr stark ist, in der schriftlichen Aufgabe kann ich mein Handeln neutral planen und überdenken, in der Klasse spielen viel zusätzliche Faktoren wie z.B. Emotionen mit eine Rolle.	" "" Nevertheless  I can imagine that especially in this situation the difference between written elaboration and the real situation is very strong  in the written task I can plan and think about my actions neutrally  in the class much additional factors such as emotions play with a role. "" "	0.0	3, 2, 0	anticipation, pensive
FAU	31	17	Dadurch kann es schnell passieren das man impulsiver handelt als es gut wäre, bis zu einem gewissen Punkt denk ich ist das auch ok.	" "" As a result  it can quickly happen that one acts more impulsively than would be good  up to a certain point I think that is also ok. "" "	3.0	3,2	accepting
FAU	31	18	Ich finde es ist aber gerade darum wichtig nach dem man gehandelt hat zu überlegen, warum und wieso man ebenso gehandelt hat.	" "" I find it is however straight therefore important after one acted to consider  why and why one acted likewise. "" "	4.0	4, 2	appreciation
FAU	32	0	Ich bin interessiert aber nicht all zu euphorisch an die Aufga	" "" I am interested but not too euphoric about the task "" "	1.0	1, 2	interest
FAU	33	0	"""kommen konnte"	" "" ""could come "" "	0.0	0	0
FAU	33	1	,	" ""   "" "	0.0	0	0
FAU	33	2	dass diese Störungen überhandnahmen	" "" that these disturbances took over "" "	0.0	0	0
FAU	33	3	Ich habe versucht, mich in die Situation zu versetzen und mir vorzustellen, was ich dann unternehmen würde.	" "" I tried to put myself in the situation and imagine what I would do then. "" "	0.0	0	0
FAU	33	4	Schnell ist mir klar geworden, dass  es am wichtigsten gewesen wäre, bereits von Anfang an die Situation anders anzugehen als den sofortigen Einstieg in den Unterricht, wie beschrieben.	" "" It quickly became clear to me that the most important thing would have been to approach the situation differently from the very beginning  rather than immediately entering the classroom as described. "" "	2.0	2, 3	disapprov
FAU	33	5	Daher auch Teil 1 mit „Prävention“.	" "" Hence also part 1 with ""prevention"". "" "	0.0	0	0
FAU	33	6	Ich bin sehr motiviert an die Aufgabe herangegangen, da die Themen Klassenmanagement und Störungen zwei der vermutlich wichtigsten Themen der Schulpädagogik sind und man vor allem als Lehramtsstudent*in ohne viel Praxiserfahrung dann versucht, diese sehr gut theoretisch zu erfassen.	" "" I approached the task very motivated  because the topics of class management and disruptions are two of the probably most important topics in school pedagogy and especially as a student teacher without much practical experience  one then tries to grasp these very well theoretically. "" "	3.0	3, 1	motivated, approv
FAU	33	7	Durch die Materialien habe ich mich auch sehr gut vorbereitet gefühlt, dass Fallbeispiel zu bearbeiten.	" "" Through the materials I also felt very well prepared to work on the case study. "" "	1.0	1,2, 3	appreciation, confident
FAU	33	8	Ich habe verstanden, dass ich die Situation zunächst analysieren soll, um dann im Anschluss mögliche Interventionsmaßnahmen zu erklären (Teil 2 „Intervention“).	" "" I understood that I should first analyze the situation and then explain possible intervention measures (Part 2 ""Intervention""). "" "	0.0	0	0
FAU	33	9	Mit den Lerninhalten, der gesamten Aufgabenstellung sowie der schriftlichen Aufgabe bin ich gut zurechtgekommen, besonders viel Spaß hat mir das Kritiküben an der Lehrkraft des Fallbeispiels gemacht, da man die Fehler v.a. in der Anfangsphase sehr deutlich sah und Kritik in der Theorie sowieso wesentlich leichter ist, als es selbst besser in der Praxis durchzuführen.	" "" I got along well with the learning content  the entire assignment as well as the written assignment  I especially enjoyed practicing criticism on the teacher of the case study  because you could see the mistakes very clearly especially in the initial phase and criticism in theory is much easier anyway than to perform it better in practice yourself. "" "	3.0	3, 2	confidence, joy, 
FAU	33	10	Mit meinem Lernergebnis dieser Einheit bin ich zufrieden, ich habe die Theorie von Klassenmanagement und Umgang mit Störungen gut verstanden, somit beurteile ich auch meinen Kompetenzstand der Theorie dieser Themen als gut.	" "" I am satisfied with my learning result of this unit  I understood the theory of class management and dealing with disturbances well  thus I also judge my level of competence of the theory of these topics as good. "" "	4.0	2, 4	satisfaction, confidence
FAU	33	11	Mit meiner Lösung der schriftlichen Aufgabe bin ich ebenfalls zufrieden, unsicher bin ich mir nur, ob es nicht doch noch bessere Wege des Lösens der Störungen am Ende des Fallbeispiels gegeben hätte (also zum Zeitpunkt des Schwammwurfs), da ich die Lösungen vor allem in den Präventivmaßnahmen gesucht habe und diese Situation von Anfang an anders angegangen wäre.	" "" I am also satisfied with my solution of the written task  the only thing I am unsure of is whether there would have been better ways of solving the disruptions at the end of the case study (i.e. at the time of the sponge throwing)  as I was looking for the solutions mainly in the preventive measures and would have approached this situation differently from the beginning. "" "	3.0	2, 3, 4	satisfaction, insecure, anticipation
FAU	33	12	Die Reflexion half mir, ein vertieftes Verständnis meines eigenen Lernfortschritts in Bezug auf diese Themen zu erreichen und mir über meinen Kompetenzstand bewusst zu werden.	" "" The reflection helped me to achieve a deeper understanding of my own learning progress in relation to these topics and to become aware of my level of competence. "" "	3.0	0, 2, 3	appreciation, 
FAU	33	13	Abschließend kann ich sagen, dass ich diese Lerneinheit sehr vertieft und sehr gut verstanden sowie reflektiert habe und dadurch auch eine gesicherte Kenntnis meines Verstehens erworben habe.	" "" In conclusion  I can say that I have understood this learning unit very deepened and very well as well as reflected and thus also acquired a secured knowledge of my understanding. "" "	4.0	4, 2	confident
FAU	33	14	""""	" "" "" "" "	0.0	0	0
FAU	34	0	Ich bin motiviert an diese Aufgabe herangegangen, da ich mich gefreut habe, selber etwas zu erarbeiten, sich in das Thema einzulesen und auch darüber nachzudenken.	" "" I approached this task with motivation  as I was pleased to work out something myself  to read into the subject and also to reflect on it. "" "	3.0	3, 2, 1	motivated, appreciation
FAU	34	1	Dadurch, dass man seine Ergebnisse anschließend wieder auf Stud On hochlädt, war ich noch motivierter, als wenn es nur eine freiwillige Abgabe gewesen wäre.	" "" By uploading your results back to Stud On afterwards  I was even more motivated than if it had just been a voluntary submission. "" "	2.0	0,1,2	motivated
FAU	34	2	Außerdem finde ich das Thema eignet sich sehr gut, für solch eine Aufgabe, da es interessant, vielfältig und komplex ist, bei dem es wirklich um Unterrichtsgeschehen und was auf einen zukommt, geht.	" "" Besides  I think the topic is very suitable  for such an assignment  because it is interesting  diverse and complex  where it is really about teaching events and what is coming up to you. "" "	3.0	2, 3	appreciation, interest, anticipation
FAU	34	3	Durch die Folien, Vorlesungen und das Basisseminar fühlte ich mich auch gut vorbereitet.	" "" Through the slides  lectures and the basic seminar  I also felt well prepared. "" "	3.0	1, 2, 3	appreciation, confident
FAU	34	4	Mithilfe der Tipps wusste ich auch konkreter, wie ich an die Sache herangehen soll und beachten muss, da ich solch eine Aufgabe davor noch nicht bearbeitet hatte.	" "" With the help of the tips  I also knew more specifically how to approach and pay attention to the matter  since I had not worked on such an assignment before. "" "	3.0	0, 2, 3	appreciation
FAU	34	5	Außerdem fand ich es super, dass man sich durch die Aufgabe durchklicken konnte und so viele Tipps anschauen konnte, wie man möchte.	" "" I also thought it was great that you could click through the task and look at as many tips as you wanted. "" "	2.0	2	appreciation
FAU	34	6	Mir hat es Spaß gemacht, an der Aufgabe zu arbeiten, vor allem weil man sich mit einer Thematik intensiver beschäftigt, welche einem im zukünftigen Beruf bevorsteht, und Informationen nicht nur auswendig lernt, wie für eine Klausur.	" "" I enjoyed working on the assignment  especially because you deal more intensively with a topic that you will face in your future job and don't just learn information by heart  like for an exam. "" "	3.0	1, 2, 3	appreciation, anticipation, disapproval
FAU	34	7	Ich habe mir Notizen gemacht, mit den Folien gearbeitet, in der Literatur gelesen und etwas im Internet recherchiert.	" "" I took notes  worked with the slides  read in the literature and did some research on the internet. "" "	0.0	0	0
FAU	34	8	Am Anfang wusste ich nicht genau, wie ich die Störung am Schluss einordnen soll, allerdings hat es mir dann geholfen, sich in die Literatur einzulesen, die im Stud on Ordner hinterlegt wurde.	" "" At the beginning I didn't know exactly how to classify the disorder at the end  however it helped me then to read into the literature that was deposited in the Stud on folder. "" "	0.0	0, 4	uncertain, appreciation
FAU	34	9	Ich würde behaupten, dass ich über dieses Thema viel gelernt habe, da man sich intensiv damit beschäftigt und darüber nachgedacht hat.	" "" I would say that I learned a lot about this topic because it was studied and thought about in depth. "" "	3.0	0, 3	appreciation
FAU	34	10	Konflikte und Störungen gehören zum Schulalltag dazu, weshalb man um diese Thematik als (angehende) Lehrerin nicht herum kommt.	" "" Conflicts and disturbances are part of everyday school life  which is why you cannot avoid this topic as a (prospective) teacher. "" "	3.0	0, 3	accepting
FAU	34	11	Da ich zu diesem Thema davor noch nichts gelernt hatte, haben mir auch die Tipps geholfen, da ich teilweise nicht wusste was ich alles beachten muss.	" "" Since I had not learned anything on this topic before  the tips also helped me  because I partly did not know what I have to pay attention to everything. "" "		0, 3	appreciation
FAU	34	12	Insgesamt bin ich mit meiner Arbeit zufrieden.	" "" Overall  I am satisfied with my work. "" "	4.0	1, 2, 4	satisfaction
FAU	35	0	·Zu Beginn sehr motiviert (Fallbeispiel!), Reflexion: nicht motiviert	" "" -In the beginning very motivated (case study!)  reflection: not motivated "" "	1.0	0, 1, 2	motivated, ambivalent, disapproving
FAU	35	1	… ·Thematik: höchst interessant und sehr wichtig für Praxis ·Vorbereitung: in Ordnung ·Aufgabe: Fallbeispiel klar, Reflexion unnötig kompliziert ·Reflexion unnötig kompliziert, dadurch Spaßfaktor stark gemindert.	" "" ... -Topic: highly interesting and very important for practice -Preparation: alright -Task: case study clear  reflection unnecessarily complicated -Reflection unnecessarily complicated  thus fun factor greatly reduced. "" "	3.0	0, 2, 3	interest, disapproving
FAU	35	2	·	" "" - "" "	0.0	0	0
FAU	35	3	Nach Vorlesung und Anwendung: Kompetenzstand	" "" After lecture and application: level of competence "" "	0.0	0	0
FAU	35	4	gut·Wir stehen zu unserer Lösung. ·	" "" good-We stand by our solution. - "" "	0.0	0, 2	approval
FAU	35	5	Beurteilung der Reflexion: unnötig kompliziert	" "" Assessment of reflection: unnecessarily complicated "" "	2.0	0, 2	disapproval
FAU	36	0	Es fiel mir schwer, zunächst zu verstehen, was ich genau leisten und bearbeiten muss.	" "" I found it difficult to understand at first what exactly I have to perform and work on. "" "	2.0	0, 2	challenge
FAU	36	1	Nach genauem Lesen und mit dem Foliensatz und den Zusatzmaterialien war die Aufgabe dann gut zu verstehen.	" "" After reading carefully and with the slide set and additional materials  the task was then easy to understand. "" "	2.0	0, 2, 3	appreciation
FAU	36	2	Ich habe viel über das Thema Klassenmanagement gelernt, da man sich durch ein Fallbeispiel viel besser damit auseinandersetzt.	" "" I learned a lot about the topic of class management  because it is much easier to deal with it through a case study. "" "	3.0	0, 3, 2	appreciation
FAU	37	0	"""Ich war nicht stark motiviert."	" "" ""I was not strongly motivated. "" "	2.0	0,1, 2	 frustrated
FAU	37	1	Meine Motivation stammte nur daraus, dass ich diese Aufgabe erledigen musste, um bei der Klausur teilnehmen zu können.	" "" My motivation only stemmed from the fact that I had to do this assignment in order to be able to sit in on the exam. "" "	0.0	0	0
FAU	37	2	Vor dem Bearbeiten hat mir der Begriff nicht viel gesagt, dementsprechend hatte ich wenig Interesse daran.	" "" Before editing  the term did not mean much to me  accordingly I had little interest in it. "" "	2.0	0, 1, 2	disapproval
FAU	37	3	Ich habe mich nicht gut vorbereitet gefühlt.	" "" I did not feel well prepared. "" "	2.0	0 ,1 ,2	disapproval
FAU	37	4	Ohne die Hilfestellungen hätte ich vor allem die erste Teilfrage nicht verstanden.	" "" Without the help I would not have understood especially the first part question. "" "	3.0	0, 3	appretiation, challenge-n
FAU	37	5	Mir hat Spaß gemacht einen Lösungsvorschlag für das Fallbeispiel zu konstruieren.	" "" I enjoyed constructing a proposed solution for the case study. "" "	1.0	0, 1	joy
FAU	37	6	Die meiste Zeit war ich konzentriert.	" "" Most of the time I was focused. "" "	2.0	0, 2	satisfaction
FAU	37	7	Ich hatte Schwierigkeiten herauszufinden, wie ich genau daran herangehen soll und ich zweifle jetzt noch daran, ob ich es korrekt bearbeitet habe.	" "" I had trouble figuring out exactly how to approach it and I still doubt now if I worked it correctly. "" "	2.0	0, 1, 2	challenge, insecure
FAU	37	8	Dadurch dass wir keine Vorlesungen dieses Semester hatten, viel es mir Schwer diesen Kurs im Kopf zu behalten, geschweige denn ein aktives Interesse an den Inhalten zu entwickeln.	" "" Due to the fact that we had no lectures this semester  it was hard for me to keep this course in mind  let alone develop an active interest in the content. "" "	3.0	0, 2, 3	disapproval
FAU	37	9	Das hat auch die schriftlichen Aufgaben erschwert.	" "" This also made the written assignments more difficult. "" "	2.0	0, 2	disapproval
FAU	37	10	Ich verstehe einige Grundaspekte, jedoch kann ich nicht behaupten das ich den Kompletten Inhalt gemeistert habe.	" "" I understand some basic aspects  however  I cannot say that I have mastered the COMPLETE content. "" "	2.0	0, 2	accepting
FAU	37	11	Ich finde meine Lösung könnte ausführlicher sein und es fehlen bestimmt wichtige Aspekte, die ich übersehen habe.	" "" I think my solution could be more detailed and there are definitely important aspects missing that I overlooked. "" "	2.0	0, 2	disapproval
FAU	37	12	Man kann erkennen, dass ich Schwierigkeiten mit dem Onlineunterricht hatte und das ich wenig Motivation allgemein hatte.	" "" You can see that I had difficulties with the online lessons and that I had little motivation in general. "" "	2.0	0, 2	disapproval, challenge
FAU	37	13	Dennoch erkenne ich einen Drang daran, den Besprochenen Stoff trotzdem zu verstehen 4+ oder 3-;	" "" Nevertheless  I recognize an urge to understand the discussed material anyway 4+ or 3-; "" "	0.0	0,1	accepting
FAU	37	14	Ich bin also zufrieden.	" "" So I am satisfied. "" "	1.0	0,1	satisfaction
FAU	37	15	""""	" "" "" "" "	0.0	0	0
FAU	38	0	Zuerst habe ich mich ein wenig überfordert gefühlt, da das Theoretische aus der Vorlesung nun auf eine praktische Situation angewendet werden muss.	" "" At first I felt a little overwhelmed  since the theoretical from the lecture now has to be applied to a practical situation. "" "	1.0	1, 2, 3	challenge
FAU	38	1	In der Folge bin ich dann nochmal den Inhalt durchgegangen, um mir einen Überblick zu verschaffen, was Präventions- und Interventionsmaßnahmen jetzt genau sind.	" "" Subsequently  I went through the content again to get an overview of what exactly prevention and intervention measures are now. "" "	0.0	0	0
FAU	38	2	Hierzu haben mir auch die ersten beiden Tipps sehr geholfen.	" "" For this  the first two tips also helped me a lot. "" "	2.0	0, 2	appreciation
FAU	38	3	Nachdem ich den Inhalt der Vorlesung nochmal sehr genau durchgegangen bin, hatte ich alles verstanden und konnte auch relativ schnell anfangen zu schreiben.	" "" After I went through the content of the lecture again in great detail  I had understood everything and could also start writing relatively quickly. "" "	0.0	0, 2, 3	confident
FAU	38	4	Als ich dachte ich bin einmal durch, ist mir jedoch aufgefallen, dass ich mich hauptsächlich mit dem theoretischen Inhalt befasste hatte und das Fallbeispiel noch außen vorgelassen habe.	" "" When I thought I am once through  I noticed  however  that I had dealt mainly with the theoretical content and the case study still left out. "" "	0.0	0	surprised, frustration
FAU	38	5	Deshalb bin ich nochmal alles durchgegangen, um das Fallbeispiel zu analysieren.	" "" Therefore  I went through everything again to analyze the case study. "" "	4.0	4, 0	0
FAU	38	6	Mit dem generellen Lernergebnis bin ich sehr zufrieden, da ich mich relativ lange mit dem theoretischen Inhalt beschäftigt habe und jetzt denke wirklich alles verstanden zu haben.	" "" I am very satisfied with the general learning result  because I have dealt with the theoretical content for a relatively long time and now I think I have really understood everything. "" "	3.0	0,1,2,3	satisfaction, confidence
FAU	38	7	Mit dem Ergebnis meiner schriftlichen Aufgabe bin ich im Großen und Ganzen auch relativ zufrieden.	" "" I am also relatively satisfied with the result of my written assignment on the whole. "" "	2.0	1, 2	satisfaction
FAU	39	0	Ich bin an diese Aufgabe etwas ängstlich heran gegangen, da ich nicht wusste, was mich erwartet.	" "" I approached this task somewhat anxiously  since I did not know what to expect. "" "	3.0	1, 2, 3	challenge, uncertain
FAU	39	1	Jedoch war ich auch zuversichtlich, dass ich die Aufgabe lösen kann, da ich mich, meiner Meinung nach, gut mit dem Lernstoff auseinandergesetzt hatte.	" "" However  I was also confident that I could solve the task  since I had  in my opinion  dealt well with the subject matter. "" "	3.0	2, 3	confident
FAU	39	2	Beim Bearbeiten der Aufgabe habe ich eigentlich ziemlich frei gearbeitet, habe mir jedoch noch ein paar Informationen des Lernstoffs genauer angeschaut.	" "" When working on the task  I actually worked pretty freely  but I still looked at some information of the learning material more closely. "" "	0.0	0	appreciation
FAU	39	3	Die Aufgabe an sich, die Situation zu analysieren und meine Handlungen danach zu beschreiben, fiel mir leichter, als meine Herangehens	" "" The task itself  analyzing the situation and describing my actions afterwards  was easier for me than my approach "" "	2.0	0,2	appreciation
FAU	40	0	Ich muss sagen, dass ich es überlesen habe, eine Reflexion zu schreiben, da es nicht konkret bei der Aufgabenstellung stand bzw. ganz am Anfang nur kurz erwähnt wurde.	" "" I have to say that I overlooked writing a reflection  since it was not specifically stated in the assignment or was only briefly mentioned at the very beginning. "" "	3.0	0, 2, 3	frustration, disapproval
FAU	40	1	Deshalb bin mir nicht sicher, wie ich diese angehen soll.  Ich bin	" "" That is why I am not sure how to approach this one.  I have "" "	0.0	0, 3	uncertain
FAU	40	2	wie folgt vorgegangen	" "" proceeded as follows "" "	0.0	0	0
FAU	40	3	:	" "" : "" "	0.0	0	0
FAU	40	4	Zuerst bin ich die Vorlesung durchgehen und habe versucht, alle Unklarheiten zu beseitigen.	" "" First  I went over the lecture and tried to clear up any ambiguities. "" "	0.0	0	0
FAU	40	5	Das Thema sowie das Fallbeispiel fand ich sehr interessant, da es nahen Bezug zur Wirklichkeit hat.	" "" I found the topic as well as the case study very interesting  as it is close to reality. "" "	3.0	0, 2, 3	Interest
FAU	40	6	Die Punkte bei Studon fand ich ein wenig verwirrend, da ich dachte, dass es mehrere Aufgabenstellungen sind, eh ich das hinter das Prinzip mit den Tipps gestiegen bin.	" "" The points at Studon I found a little confusing  because I thought it was several tasks  eh I got behind the principle with the tips. "" "	3.0	0, 1, 2, 3	Confused, challenge
FAU	40	7	Eigentlich hätte ich bei diesem Fallbeispiel keinen nehmen wollen, weil ich es ziemlich einleuchtend fand.	" "" Actually  I wouldn't have wanted to take one in this case study because I found it quite plausible. "" "	3.0	0, 2, 3	appreciation
FAU	40	8	Ich habe dabei wichtige Informationen gelernt, welche man auch zukünftig anwenden kann.	" "" I learned thereby important information  which one can apply also in the future. "" "	4.0	0, 2, 4	appreciation, anticipation
FAU	41	0	Vor der Situation ist mir aufgefallen, dass ich mich nicht richtig vorbereitet habe, denn die Übernahme dieser Klasse geschah kurzfristig, somit konnte ich mich nicht für einen längeren Zeitraum auf die neue Klasse vorbereiten und die Schüler kennenlernen.	" "" Before the situation  I noticed that I didn't prepare properly because taking over this class happened at short notice  so I couldn't prepare for the new class for a longer period of time and get to know the students. "" "	3.0	0, 2, 3	accepting, disapproval
FAU	41	1	Auch die Struktur hat mir gefehlt, denn mein Ziel ist es, den Stoff beizubringen, den die Kinder aufgrund der Krankheit ihrer Lehrerin verpasst haben.	" "" I also lacked structure because my goal is to teach the material that the children missed due to the illness of their teacher. "" "	5.0	0, 2, 3, 5	Disapproval
FAU	41	2	Ich bin motiviert an die Aufgabe herangegangen, denn ich wollte den Schülern den Stoff während der Abwesenheit ihrer vorherigen Klassenlehrerin beibringen, jedoch habe ich mich nicht mit dem Thema Klassenmanagement und Umgang mit Störungen befasst.	" "" I approached the task with motivation because I wanted to teach the students the material during the absence of their previous classroom teacher  however  I did not address the issue of classroom management and dealing with disruptions. "" "	3.0	0, 2, 3	Motivated, challenge
FAU	41	3	Auffällig war auch, dass die Klasse am Anfang nett, freundlich und aufmerksam war.	" "" It was also noticeable that the class was nice  friendly and attentive at the beginning. "" "	2.0	0, 2	Appreciation
FAU	41	4	Ich hätte mich vor der ersten Stunde besser vorbereiten sollen, indem ich die vorherige Klassenlehrerin gefragt hätte, wie die Interaktion zwischen Lehrer und den Schülern in dieser Klasse ist und wie die Klassengemeinschaft bei den Schülern ist.	" "" I should have prepared better before the first lesson by asking the previous class teacher how the interaction between the teacher and the students is in this class and how the class community is among the students. "" "	4.0	0,2,3,4	Regret
FAU	41	5	Somit hätte ich bereits ein Bild von der Klasse gehabt.	" "" Thus  I would have already had a picture of the class. "" "	4.0	0, 4	regret
FAU	41	6	Ich hätte auch Konfliktfälle und Schülerprobleme in dieser Klasse anschauen sollen.	" "" I should have also looked at conflict cases and student problems in this class. "" "	0.0	0, 4	regret
FAU	41	7	Damit ich auch mehr Struktur bei der Vorbereitung gewesen wäre, hätte ich die Lehrerin fragen sollen, ob die Kinder, die vorherigen Themen verstanden haben und wo es Probleme gab und ob es noch Redebedarf für einzelne & vorherige Themen gibt, bevor man den weiteren Stoff umgehend beibringt.	" "" So that I would also have been more structure in the preparation  I should have asked the teacher if the children  understood the previous topics and where there were problems and if there was still need for talking about individual & previous topics before teaching the further material immediately. "" "	4.0	0,3,4	Disapproval, regret
FAU	41	8	Das bedeutet, ich hätte mein Unterricht besser planen sollen.	" "" That means I should have planned my lessons better. "" "	4.0	0,4	Disapproval
FAU	41	9	Bei der ersten Stunde hätte ich auch Regeln festlegen sollen, damit ich mit den Kindern gemeinsam Arbeiten und Lernen kann.	" "" At the first lesson  I should have also set rules so that I could work and learn together with the children. "" "	4.0	0,3,4	Regret
FAU	41	10	Denn diese Vorgehensweise ist gemeinschaftsfördernd.	" "" Because this approach is community-building. "" "	0.0	0	0
FAU	41	11	Auch die Freundlichkeit der Schüler am Anfang hätte mir suspekt sein sollen, vielleicht haben die Schüler ihre Aufmerksamkeit und Teilnahme nur vorgetäuscht.	" "" I also should have been suspicious of the students' friendliness at the beginning  maybe the students were faking their attention and participation. "" "	3.0	0,2,3	Regret, disapproval
FAU	41	12	Die Situation ist im Moment schlecht, weil es Unterrichtsstörungen von Schülern und des Lehrers aufweist.	" "" The situation is bad at the moment because it shows classroom disruptions from students and the teacher. "" "	3.0	0, 2, 3	Disapproval
FAU	41	13	Denn die Schüler haben eine mangelnde Lernmotivation, das bedeutet, dass die Kinder dem Unterricht unaufmerksam folgen und desinteressiert sind.	" "" Because the students have a lack of motivation to learn  which means that the children follow the lessons inattentively and are disinterested. "" "	3.0	0,2,3	Disapproval, annoyed
FAU	41	14	Diese Unterrichtsstörungen steigern sich, indem die Schüler ein verbales Störverhalten aufweisen.	" "" These classroom disruptions increase as the students show verbal disruptive behavior. "" "	3.0	0, 3	0
FAU	41	15	Dieses Verhalten ist daran erkennbar, dass die Kinder schwätzen und während des Unterrichts reinrufen.	" "" This behavior is evident by the children chattering and calling in during class. "" "	0.0	0	0
FAU	41	16	Dieses inakzeptable Verhalten wird auch durch das aggressive Verhalten der Schüler gestärkt, denn während des Unterrichts fangen die Kinder an zu schreien und sind zugleich beleidigend und gewalttätig nachdem ein nasser Schwamm auf die Lehrerin geworfen wurde.	" "" This unacceptable behavior is also reinforced by the aggressive behavior of the students  because during class the children start shouting and at the same time are abusive and violent after a wet sponge is thrown at the teacher. "" "	3.0	0, 3	Disapproval
FAU	41	17	Für diese Unterrichtsstörungen ist auch die Lehrkraft verantwortlich, denn die Lehrerin besitzt keine Struktur und achtet nicht auf die Vorgänge der Klasse, das bedeutet, sie handelt nicht konsequent und trotz ihres Einschreitens ändert sich die Situation nicht.	" "" The teacher is also responsible for these classroom disturbances  because the teacher does not have a structure and does not pay attention to what is going on in the class  which means she does not act consistently and despite her intervention the situation does not change. "" "	3.0	0, 3	Disapproval
FAU	41	18	Auch die Konfliktarten verändern sich im Laufe dieser Zeit.	" "" The types of conflicts also change during this time. "" "	0.0	0	0
FAU	41	19	Am Anfang gab es den Anschein, dass es nur ein Randkonflikt ist, da die Schüler nur unruhig waren und dieses Verhalten den Unterricht nur gering beeinträchtig hat, aber danach kam es zum Zentralkonflikt.	" "" At the beginning there was an appearance that it was only a marginal conflict  because the students were only restless and this behavior affected the class only slightly  but after that it became the central conflict. "" "	0.0	0	0
