coll_lecture	coll_session	subj	text_id	sentence	sentences english	gibs	label_ref	sentiment	gibbs	gibbs.1
swp	2	13	2	Die größten Schwierigkeiten hatte ich(analog zu anderen Teammitgliedern) mit der Installation der Umgebung, die wir für unsere Aufgabe benötigen.	The biggest difficulty I had (analogous to other team members) was with the installation of the environment we needed for our task.		1	2	2	2
swp	2	13	2	Wenn bei der Installation irgendetwas schief geht und auch Internetrecherchen auftun, was eigentlich schief gelaufen ist, kommt sehr schnell Frustration auf.	If something goes wrong during the installation, and even internet research reveals what actually went wrong, frustration sets in very quickly.		1	2	2022-01-03 00:00:00	1
swp	2	14	2	Von den Schwierigkeiten war eher die Unklarheit von der Aufgabenstellung am Anfang, jetzt ist alles mehr oder weniger klar.	From the difficulties was rather the lack of clarity of the task at the beginning, now everything is more or less clear.		1	6	2	2
swp	2	0	3	Da wir am noch am Anfang stehen müssen wir abwarten was passiert in den nächsten Tagen.	Since we are still at the beginning we have to wait and see what happens in the next few days.		0	3	2022-03-02 00:00:00	2
swp	2	1	3	Meine Wahrnehmung des Themas selbst hat sich nicht verändert	My perception of the subject itself has not changed.		1	3	0	0
swp	2	2	3	Was	What		0	3	0	0
swp	2	3	3	Sie hat sich kaum geändert...	It has hardly changed...		0	3	0	0
swp	2	4	3	Eigentlich gar nicht	Actually not at all		0	3	0	0
swp	2	5	3	Mehr Optionen hat meine Vorstellungen zum Verlauf des SWP geändert.	More options has changed my perceptions of how the SWP will go.		1	3	0/4	0
swp	2	6	3	Gar nicht.	Not at all.		0	3	0	0
swp	2	6	3	Wir beginnen gerade erst mit der Einarbeitung in unser spezielles Thema.	We are just beginning to learn about our particular topic.		0	3	0	0
swp	2	7	3	Ich verstehe jetzt selber besser unsere Aufgabe.	I now have a better understanding of our task myself.		1	4	2	2
swp	2	7	3	Wie viel Zeit wir für Organisation und Kommunikation brauchen kann ich besser einschätzen.	I can better estimate how much time we need for organization and communication.		1	4	2	2
swp	2	9	3	Meine Meinung hat sich nicht viel geändert.	My opinion has not changed much.		0	3	0	0
swp	2	10	3	No change at the moment	No change at the moment		0	3	0	0
swp	2	11	3	Meine Wahrnehmung hat sich nur erhöht, weil die sorgfältige Analyse des Papers viele Fragen verursacht hat auf die ich jetzt die Antworte suche.	My perception has increased only because the careful analysis of the paper has caused many questions to which I now seek the answers.		1	4	2022-03-02 00:00:00	2
swp	2	12	3	Das Thema ist klarer geworden und die Ansätze und Richtungen sind deutlicher als vorher das liegt aber auch eher zum Großteil daran das man jetzt eingelesener ist also vorher.	The topic has become clearer and the approaches and directions are clearer than before, but this is largely due to the fact that I am now more familiar with it than before.		1	4	3	3
swp	2	13	3	Ich kann nun auch durch die Erfolge und Erfahrungsberichte meiner Teamkollegen besser einschätzen, was ich im Projekt zu erwarten habe und welche Aufgaben auf mich zukommen.	I can now also better assess what I have to expect in the project and what tasks await me through the successes and experience reports of my teammates.		1	4	2	2
swp	2	14	3	Jetzt haben wir einbisschen mehr Ideen dazu bekommen, wie wir die gestellte uns Aufgabe lösen können.	Now we have a bit more ideas about how we can solve the task.		1	4	2	0
swp	2	0	4	Siehe oben.	See above.		0	3	0	0
swp	2	1	4	Ich habe jetzt mehr Vertrauen in meine Fähigkeiten und Fertigkeiten, die Aufgabe zu erfüllen	I now have more confidence in my abilities and skills to complete the task. 		1	4	2	2
swp	2	2	4	Man lernt halt immer dazu und das ist auch hier der Fall.	You always learn something new, and that is also the case here.		1	3	2	2
swp	2	2	4	Wenn es nur um reproduktion von bereits Angelerntem ginge, würde das Studieren wenig Sinn machen.	If it were only a matter of reproducing what I had already learned, studying would make little sense.		1	3	3	3
swp	2	3	4	Die Wahrnehmung gegenüber meiner Kompetenzen hat sich eigentlich gar nicht veändert	The perception of my competencies has not really changed at all.		0	3	0/2	2
swp	2	4	4	Auch hier hat sich nicht viel verändert	Again, not much has changed		0	3	0	0
swp	2	5	4	Die Grundlagen sind die gleichen, die Herausforderungen sind ähnlich.	The basics are the same, the challenges are similar.		0	3	0	0
swp	2	6	4	Bisher haben wir noch nicht wirklich an speziell unserem Projekt arbeiten können.	So far, we haven't really been able to work on our project specifically.		0	3	0	0
swp	2	6	4	Dementsprechend konnte ich noch keine Kompetenzen erarbeiten.	Accordingly, I have not yet been able to develop any competencies.		0	3	0	0
swp	2	7	4	Kommunikation liegt mir gut und ich bin stolz den Überblick über die vielen ToDo's behalten zu haben.	Communication suits me well and I am proud to have kept track of the many to-dos.		1	4	2022-01-02 00:00:00	1
swp	2	8	4	Ich weiß was ich besser machen kann für die Präsentation	I know what I can do better for the presentation.		1	3	0/4	0
swp	2	9	4	Ich denke, es ist eine kleine Herausforderung für mich, Git zu benutzen, weil ich nicht daran gewöhnt bin.	I think it's a bit of a challenge for me to use Git because I'm not used to it.		1	2	2022-03-02 00:00:00	2
swp	2	10	4	Momentan keine Änderung	No change at the moment		0	3	0	0
swp	2	11	4	Die Aufgabe hat gezeigt, dass ich besser lernen muss wie man eine Wissenschaftlicher Arbeit analysiert.	The assignment showed that I need to learn better how to analyze a scientific paper.		1	6	2	2
swp	2	12	4	Es hat sich diese Woche kaum verändert da meine eingeschätzte Kompetenz weder richtig gefordert noch schleifen gelassen wurde.	There has been little change this week as my assessed competence has not been really challenged nor dragged.		1	3	2022-03-02 00:00:00	2
swp	2	12	4	Es wird wahrscheinlich in der Zukunft bei den komplexeren Teilen dieses Projektes zu mehr Rückschlägen kommen.	There will probably be more setbacks in the future with the more complex parts of this project.		1	2	3	2022-04-03 00:00:00
swp	2	13	4	Ich habe deutlich mehr Sicherheit im Umgang mit Commandlines erhalten und werde auch in Zukunft weniger vor Aufgaben zurückschrecken, die die Nutzung dieser voraussetzen.	I have become much more confident in using Commandlines and will be less likely to shy away from tasks that require the use of them in the future.		1	4	2	2
swp	2	0	5	Ebenfalls ist hier noch auf die nächsten Tage abzuwarten	Likewise, here is still to wait for the next few days		0	3	0/5	5
swp	2	1	5	Ich fühlte mich wirklich gut, fast so, als hätte ich etwas erobert.	I felt really good, almost like I had conquered something.		1	5	2022-01-02 00:00:00	1
swp	2	1	5	Ich habe das Trainieren von Modellen aus der Ferne immer als eine übermäßig komplizierte Aufgabe empfunden, aber jetzt scheint es viel einfacher zu sein, und das gibt mir mehr Selbstvertrauen.	I've always found training models remotely to be an overly complicated task, but now it seems much easier, and that gives me more confidence.		1	5	2022-04-02 00:00:00	2
swp	2	2	5	Alles sehr positiv verlaufen.	Everything has gone very positively.		1	5	2022-02-01 00:00:00	1
swp	2	2	5	Bin glücklich	Am happy		1	4	1	1
swp	2	3	5	Ich war hauptsächlich etwas genervt, aber auch sehr interessiert.	I was mainly a bit annoyed, but also very interested.		1	6	1	1
swp	2	3	5	Interessiert, weil das Thema einfach spannend ist.	Interested, because the subject is simply exciting.		1	4	2022-01-03 00:00:00	1
swp	2	3	5	Genervt, weil von den Teammitgliedern doch sehr wenig kommt.	Annoyed because very little comes from the team members.		1	1	2022-01-03 00:00:00	1
swp	2	4	5	Frustration wegen des langsamen Vorankommens	Frustrated because of the slow progress.		1	2	2022-01-03 00:00:00	1
swp	2	5	5	Ich habe mich enthusiastisch gefühlt, einzusteigen.	I felt enthusiastic to join.		1	5	1	1
swp	2	5	5	Neugierig gegenüber dem was passiert und manchmal ein Stück ermüdet, wenn es nicht auf Anhieb funktioniert hat.	Curious about what's happening and sometimes a bit fatigued when things didn't work out right away.		1	6	1	1
swp	2	6	5	Bisher eher gestresst und etwas im Dunklen tappend.	So far rather stressed and a bit in the dark.		1	2	1	1
swp	2	6	5	Das klärt sich hoffentlich mit der Zeit und wenn wir uns mehr mit dem Thema auseinandersetzen.	Hopefully that will clear up as time goes on and we get more into it.		1	6	1/4/5/	4
swp	2	7	5	Ich bin etwas frustriert, dass unser Projektfortschritt durch andere gehemmt wird.	I'm a little frustrated that our project progress is being inhibited by others.		1	2	1	1
swp	2	7	5	Hoffentlich bessert sich das ganz bald und bleibt positiv.	Hopefully that will improve very soon and stay positive.		1	6	1	1
swp	2	8	5	Verzweifelt weil ich nicht genau wusste wie ich die Präsentation strukturieren sollte.	Desperate because I didn't know exactly how to structure the presentation.		1	1	2022-01-03 00:00:00	1
swp	2	8	5	Gerade in Präsentationen über Softwareprojekte ist das für mich etwas ganz neues.	Especially in presentations about software projects this is something completely new for me.		1	3	2/0	0
swp	2	8	5	Ansonsten Meetings etc. machen bisher viel Spaß.	Otherwise meetings etc. are a lot of fun so far.		1	5	2022-01-02 00:00:00	1
swp	2	8	5	Ein wenig Frust ist mit dabei weil der Flaschenhals über unser Projekt etwas nervig ist und wir außer abwarten nicht viel machen können.	A little frustration is involved because the bottleneck about our project is a bit annoying and we can't do much except wait and see.		1	2	2022-01-03 00:00:00	1
swp	2	9	5	Nachdem ich ein kleines Problem gelöst hatte, fühlte ich mich gut.	After solving a small problem, I felt good.		1	4	1	1
swp	2	10	5	Ich war mit den erzielten Ergebnissen zufrieden	I was satisfied with the results achieved		1	4	1	1
swp	2	11	5	Ich habe mich während der Aufgabe konzentriert gefühlt und nach der Lösung froh und motiviert tiefer dieses Thema zu analysieren.	I felt focused during the task and after solving it I felt happy and motivated to analyze this issue deeper.		1	4	1	1
swp	2	12	5	"Ich habe mich weiterhin unsicher gefühlt ob es denn auch die ""richtigen"" Lösungen waren oder ob nicht noch viel fehlte."	"I still felt unsure if they were the ""right"" solutions or if there was still a lot missing."		1	6	1	1
swp	2	12	5	Die Antworten waren nicht immer klar und durch ein paar Schwierigkeiten hat sich das verdeutlicht.	The answers were not always clear and a few difficulties made that clear.		1	2	2022-01-02 00:00:00	1
swp	2	13	5	Ich bin, trotzdem die Aufgabe noch nicht ganz abgeschlossen ist und trotz der ganzen Schwierigkeiten stolz auf meinen Fortschritt und zuversichtlich, was den Erfolg die nächsten Wochen über angeht.	I am proud of my progress and confident about the success of the next weeks, despite the difficulties and the fact that the task is not yet finished.		1	6	2022-03-02 00:00:00	3
swp	2	14	5	Schwer zu beantworten, weil wir noch keine richtige Arbeit gemacht haben.	It's hard to answer because we haven't done any real work yet.		0	3	0/3	0
swp	3	0	0	Es war postiv, wir haben alle Probleme gut gemeistert und intern war alles glatt	It was positive, we managed all the problems well and internally everything was smooth		1	4	1	1
swp	3	1	0	Das ganze Team trifft sich jede Woche online und löst die Aufgaben zusammen.	The whole team meets online every week and solves the tasks together.		0	3	0	0
swp	3	2	0	Wir (dreiergruppe) haben unsere Aufgabe in drei Teilaufgaben geteilt und jeder hat sich einer angenommen.	We (group of three) divided our task into three subtasks and everyone took one.		0	3	0	0
swp	3	2	0	Wenn einer fertig wurde, haben wir zusammen an einer anderen weitergearbeitet.	When one finished, we continued working together on another.		0	3	0	0
swp	3	3	0	Meine Gruppe und ich konnten die Aufgaben gut lösen, auch wenn es mal zwischenzeitig kniffelig wurde	My group and I were able to solve the tasks well, even if it got tricky in the meantime.		1	4	0/2	2
swp	3	4	0	Ich habe teils alleine gearbeitet und teils mit meinem Team.	I worked partly on my own and partly with my team.		0	3	0	0
swp	3	4	0	Die Teamarbeit war weniger als in den ersten Wochen, was jedoch kein Problem ist.	The teamwork was less than in the first weeks, but that is not a problem.		1	3	2	2
swp	3	5	0	Integration von Modulen in das Biotracker system stellte sich für ein Modul als Herausforderung dar.	Integration of modules into the Biotracker system proved to be a challenge for one module.		1	2	2	2
swp	3	5	0	Ausführung von merheren Bibliotheken führte zu konflikten	Execution of several libraries led to conflicts, which we are still		0	3	0	0
swp	3	5	0	woran wir immernoch arbeiten.	which we are still working on.		0	3	0	0
swp	3	5	0	Performance einer Technologie war wesentlich schlechter als erwartet.	Performance of one technology was much worse than expected.		1	1	2022-02-01 00:00:00	2
swp	3	5	0	Sodass zwei von zwei Technologien zu Herausforderungen wurden, anstatt eine optimale Lösung herauszukristallisieren.	So that two of two technologies became challenges instead of crystallizing an optimal solution.		1	2	2	2
swp	3	6	0	Arbeiteten am Code des Papers und lernten, wie man den Code modifiziert und eigene Experimente mit ihrem Aufbau durchführt	Worked on the code of the paper and learned how to modify the code and run our own experiments with their design.		1	3	0	0
swp	3	7	0	Wir haben uns relativ schnell dafür entschieden unsere Arbeit in gemeinsammer arbeit zu lösen.	We decided relatively quickly to solve our work in a collaborative fashion.		1	3	0	0
swp	3	7	0	So konnten wir alle entscheidungen schnell treffen und auch Fragen und Probleme schnell lösen.	This way we could make all decisions quickly and also solve questions and problems quickly.		1	4	0/2	0
swp	3	8	0	In der Woche hab ich meist ein bis zwei Tage für jeweils 2-3h reserviert um die Aufgabe zu bearbeiten und zu lösen.	In the week I usually reserved one or two days for 2-3h each to work on and solve the task.		1	3	0	0
swp	3	9	0	Zusammen mit meinen beiden anderen Teammitgleidern haben wir uns an einem Tag an ein frustrierendes Problem gesetzt.	Together with my two other team members, we spent one day working on a frustrating problem.		1	2	0	0
swp	3	9	0	Leider haben wir zu viel auf einzelne Probleme vernarrt.	Unfortunately we got too much infatuated with single problems.		1	2	2	1
swp	3	9	0	Aber die Diskussionen dabei waren gut.	But the discussions were good.		0	4	2	1
swp	3	10	0	Es war hautpsächlich mein Team dabei und wir haben alle von Zuhause aus gearbeitet.	It was mainly my team and we all worked from home.		0	3	0	0
swp	3	10	0	Wir haben uns online (per Audio) getroffen um den aktuellen Stand, Schwierigkeiten und die nächsten Stritte (organisatorisches) zu besprechen.	We met online (via audio) to discuss the current status, difficulties and the next steps (organizational).		0	3	0	0
swp	3	11	0	Das Vorgehen in einer Gruppe zeigt mehrere Blickwinkel und lässt einen durch die Ideen von anderen schneller voran kommen.	Working in a group shows multiple perspectives and lets you move forward faster through the ideas of others.		1	4	2	2
swp	3	11	0	Bei gemeinen Fehler kam es, durch mangelnder Expertise, leider noch zum stocken und wir mussten länger an Bugs bei der Code übertragung sitzen als gewollt.	Unfortunately, due to a lack of expertise, we had to deal with some common bugs and had to sit on the code transfer for longer than we wanted to.		1	2	3	3
swp	3	12	0	Ich habe heute zwar ein paar schöne Vorträge gehört, aber auch dabei gelernt, dass wir vielleicht noch etwas besser die Studenten auf Vorträge vorbereiten müssten.	I heard some nice talks today, but I also learned that we might have to do a bit better in preparing students for talks.		1	6	2022-03-02 00:00:00	3
swp	3	12	0	Mir fehlt oft eine klarere Strukturierung und eine Vortragsweise, die mich wach hält.	I often find myself lacking clearer structure and a lecture style that keeps me awake.		1	2	2	2
swp	3	12	0	Kann ich deren Lernprozess besser unterstützen?	Can I better support their learning process?		0	3	3/0	0
swp	3	12	0	Oder müssen die Studis einfach nur oft üben?	Or do students just need to practice often?		0	3	3/0	0
swp	3	0	1	Wir haben yolo, wpod, rectification, ocr, image augmentation gelernt, also eine ganze Menge.	We have learned yolo, wpod, rectification, ocr, image augmentation, so quite a lot.		1	3	0	0
swp	3	0	1	"ich denke, ein wenig Hilfe, vielleicht von Profesor, der sich wöchentlich mit den Teams trifft und uns über einige der Maschinen ""belehrt"", würde dies einfacher machen"	"i think a little help, maybe from profesor who meets weekly with the teams and ""teaches"" us about some of the machines would make this easier"		1	2	2/3/4/	3
swp	3	1	1	Ich habe neue Algorithmen gelernt und implementiert.	I have learned and implemented new algorithms.		1	3	0	0
swp	3	1	1	Jetzt haben wir vor, die zu verbessern,	Now we plan to improve those,		1	3	5	5
swp	3	2	1	Auf jeden Fall haben wir gelernt uns in der kleinen Gruppe zu organisieren und kommunizieren.	Anyway, we learned to organize and communicate in the small group.		1	3	0	2
swp	3	2	1	Das hat alles super funktioniert soweit.	This has all worked great so far.		0	5	2022-01-02 00:00:00	1
swp	3	3	1	Mittlerweile besitze ich ein besseres Verständnis über Workflows und Metriken	In the meantime I have a better understanding about workflows and metrics.		1	4	2	2
swp	3	4	1	Ich habe viel gelernt über das Arbeiten in einer Gruppe.	I learned a lot about working in a group.		1	3	0	0
swp	3	4	1	Wie man mit GIT Code verwaltet.	How to manage code with GIT.		0	3	2/0	0
swp	3	4	1	Die Probleme die mit Kommunikation auftreten.	The problems that arise with communication.		1	3	2/0	0
swp	3	4	1	Ich bin selbstbewusster geworden in Projektarbeit.	I have become more confident in project work.		1	4	2022-01-02 00:00:00	1
swp	3	5	1	Software zu analysieren.	Analyzing software.		0	3	0	0
swp	3	5	1	Werde ich auch in der Praxis anwenden, Ja bin selbstbewwusster geworden im Umgang mit großen Softwareprojekten.	Will I also use in practice, Yes have become more confident in dealing with large software projects.		1	4	2022-05-02 00:00:00	2
swp	3	6	1	Ich habe gelernt, wie man die pytorch lightening library benutzt und das gab mir mehr Sicherheit bei der Manipulation der bestehenden Paper Codebase	I learned how to use the pytorch lightening library and that gave me more confidence in manipulating the existing paper codebase.		1	4	2	2
swp	3	7	1	Ich habe sehr viel darüber gelernt erst mal tief über ein Problem nachzudenken und zu versuchen es zu lösen.	I learned a lot about thinking deeply about a problem first and trying to solve it.		1	3	0/2	2
swp	3	7	1	Von der technischen Seite habe ich bis jetzt nicht viel neues gelern aber das wird in den nächsten Wochen noch kommen.	From the technical side, I haven't learned much new so far but that will come in the next weeks.		1	3	0	0
swp	3	8	1	Ich habe neue Möglichkeiten gesehen wie man bswp. Objekte mittles der OpenCV Libary lokalisiert.	I have seen new ways to localize objects using the OpenCV library.		1	3	0	0
swp	3	9	1	Wir haben jetzt zum gLück einen Weg, den wir besser sehen können.	We have now luckily a way we can see better.		0	4	2022-01-02 00:00:00	1
swp	3	9	1	Es ist so ein bisschen Exploration vs Exploitation.	It's a bit of exploration vs exploitation.		0	3	0/3	0
swp	3	9	1	Exploitation fühlt sich gut an und es fühlt sich nach Fortschritt an, aber nur in der Exploration lernt man wirklich.	Exploitation feels good and it feels like progress, but only in exploration you really learn.		1	4	2	2
swp	3	9	1	Und wir fangen erst wirklich an aus der Exploration raus zu kommen.	And we're just really starting to get out of exploration.		0	3	0	0
swp	3	9	1	Ich denke wir hätten mehr Zeit investieren können, aber das sagt man immer	I think we could have invested more time, but that's what they always say		1	2	2022-04-02 00:00:00	4
swp	3	10	1	Ich habe etwas über Datenbeschaffung (dataset finden, labelling) und über das suchen und finden von zur Aufgabe passenden Literatur (paper) gelernt.	I learned about data sourcing (finding dataset, labelling) and about searching and finding literature that fits the task (paper).		1	3	0	0
swp	3	11	1	Ich habe gelernt wie ein Machine Learning Model vorgeht und welche Schritte dafür benötigt werden, was man für Trainingsdaten brauch und wie man die Ergebnisse validieren sollen.	I learned how a machine learning model works and which steps are needed, what kind of training data is needed and how to validate the results.		1	3	0	0
swp	3	11	1	Praxiserfahrung fehlt dazu aber leider noch.	Practical experience is still missing.		0	2	0/2	0
swp	3	11	1	Dies wird aber in nächster Zeit wahrscheinlich durchgeführt.	But this will probably be done in the near future.		0	3	5	5
swp	3	12	1	Ich hätte heute etwas besser aufpassen müssen, aber ich habe so wenig geschlafen die letzten Tage, dass ich heute nur 10 min vor dem Meeting nochmal auf die Couch gegangen bin um ein kleines Nickerchen zu machen.	I should have been a bit more careful today, but I slept so little the last few days that I only went to the couch 10 minutes before the meeting to take a little nap.		1	2	2022-04-02 00:00:00	4
swp	3	12	1	Das hat mich aber super müde gemacht und ich hatte auch keine Zeit mehr eine Mate zu holen.	But that made me super tired and I didn't have time to get a mate either.		1	2	0/2	2
swp	3	12	1	Ja, vielleicht sollte ich das nächste Mal einfach zwei Minuten früher aufstehen und eine Mate holen.	Yeah, maybe next time I should just get up two minutes earlier and get a mate.		1	2	5	5
swp	3	12	1	Das mach ich.	I'll do that.		0	3	5/0	5
swp	3	0	2	-	-		0	3	0	0
swp	3	0	2	wir bekommen keine Daten von der Polizei - die Antworten der Polizei sind langsam - die Polizei ist nicht präzise in ihrer Sprache	we don't get data from the police - the answers from the police are slow - the police are not precise in their language.		0	2	0/2	0
swp	3	1	2	Das Fehlen von Daten, was die Motivation verringert hat.	The lack of data, which has reduced motivation.		1	2	2	2
swp	3	2	2	Schwierig wird die Kommunikation mit externen Interessenvertretern, da diese nicht so flexibel zu erreichen sind und man nur schwer an Informationen kommt.	Communication with external stakeholders becomes difficult, as they are not so flexible to reach and it is hard to get information.		1	2	2022-02-03 00:00:00	2
swp	3	2	2	Auch geplante Termine wurden nicht eingehalten bzw kurzfristig abgesagt.	Planned deadlines were also not met or cancelled at short notice.		1	2	0/2	0
swp	3	3	2	Herausfordernd waren in erster Linie technische Hürden, hin und wieder ein Verständnis Problem der Materie	Challenging were primarily technical hurdles, now and then a comprehension problem of the matter.		1	2	2	2
swp	3	4	2	Es gab Probleme mit den Daten aber ich bin stolz auf unseren kreativen Umgang damit.	There were problems with the data but I am proud of our creative handling of it.		1	6	2022-02-01 00:00:00	1
swp	3	4	2	Wir haben vorerst eine Alternative gefunden.	We found an alternative for the time being.		0	3	0	0
swp	3	4	2	Zudem habe ich mich nicht demotivieren lassen.	In addition, I did not let myself get demotivated.		1	4	1	1
swp	3	5	2	Die Integration von Pythoncode in C++ Programm führte zu konflikten deren Bewältigung länger dauerte als die eigentliche Integration.	The integration of Python code into C++ program led to conflicts which took longer to overcome than the actual integration.		0	2	2	2
swp	3	6	2	Umgebungskonflikte zwischen der Umgebung des Autors und unserer Umgebung verursachten Probleme bei der Ausführung des Codes, wir nahmen an, dass beide Umgebungen gleich sind, aber es stellte sich heraus, dass dies nicht der Fall war	Environment conflicts between the author's environment and our environment caused problems in the execution of the code, we assumed that both environments were the same, but it turned out that this was not the case		1	2	0/3	3
swp	3	7	2	Wir hatten einmal zwei Variablenvertauscht und ewig nach dem fehler gesucht.	We had once swapped two variables and searched forever for the error.		1	2	0	0
swp	3	7	2	Obwohl so ein Fehler in meinem Leben schon sehr häufig aufgetauch ist habe ich noch immer keine Lösung dafür gefunden.	Although such an error has appeared many times in my life, I still haven't found a solution for it.		1	2	0/2/3/	0
swp	3	7	2	Solche und viele weitere Problem haben dafür gesorgt das wir häufig 4 oder 6 statt geplanter 2 Stunden an einer Teilaufgabe saßen.	Such and many other problems caused that we often spent 4 or 6 hours instead of the planned 2 hours on one sub-task.		1	2	2	2
swp	3	8	2	Eine Herausforderung war es die Beispiele aus von diversen Internetseiten so zu verstehen, dass der Code intuitiv wird.	One challenge was to understand the examples from various websites in a way that the code becomes intuitive.		1	2	2	2
swp	3	9	2	Wir sind immer wieder gegen Probleme mit der Integrierung gekommen, besonders frustrierend war das Dependency-Integrieren.	We kept running into problems with the integration, especially frustrating was the dependency integration.		1	1	2	2
swp	3	9	2	Es hat viel Zeit und Nerven gekostet herauszufinden, in welche Richtung wir NICHT gehen sollen.	It took a lot of time and nerves to figure out which direction NOT to go.		1	2	2	2
swp	3	9	2	Schade	Too bad		0	2	0	0
swp	3	9	2	.	.		0	3	0	0
swp	3	10	2	Wir haben unsere Aufgabe in Teilaufgaben aufgeteilt.	We split our task into subtasks.		0	3	0	0
swp	3	10	2	Wie die Ergebnisse der beiden Teilaufgaben später zusammenführt werden können, hätten besser abgesprochen werden können.	How to merge the results of the two subtasks later could have been better discussed.		1	2	2022-04-02 00:00:00	2
swp	3	11	2	Bugs im Programm an mehrere Stellen und komische Ergebnisse waren nicht selten vorhanden diese waren auch gemeinsam nicht leicht auszumerzen und sind zum Teil noch vorhanden	Bugs in the program at several places and strange results were not rarely present these were also together not easy to eradicate and are partly still present		1	2	2	2
swp	3	11	2	wir versuchen mit dem Gruppenansprechpartner darüber zu reden, ob er nicht ein paar Tipps für uns hat.	we try to talk with the group contact person about it, if he has not some tips for us.		1	3	0	0
swp	3	12	2	Ich habe die Verteilung der Vorträge so erwartet.	I expected the distribution of the presentations to be like this.		1	3	0/4	0
swp	3	12	2	Ein paar gute, ein paar weniger gute, und viele mittelmäßige.	A few good ones, a few not so good ones, and many mediocre ones.		0	6	0/2	0
swp	3	12	2	Unerwartet war, dass zwei Gruppen ihre Leute ausgewechselt hatten, aber das ist nicht schlimm.	What was unexpected was that two groups had switched out their people, but that's not a bad thing.		1	6	2	2
swp	3	12	2	Das hätten die Gruppen eigentlich direkter kommunizieren müssen als das ins Google Doc zu schreiben.	The groups really should have communicated that more directly than putting it in the Google Doc.		1	2	2022-04-02 00:00:00	4
swp	3	0	3	Ich bin zuversichtlicher, am Ende ein funktionierendes Modul zu erhalten	I am more confident of getting a working module in the end		1	4	2022-05-02 00:00:00	5
swp	3	1	3	Das hat sich nicht geändert.	That hasn't changed.		0	3	0	0
swp	3	2	3	Es ist einfacher Objekterkennung und Mustererkennung zu nutzen/implementieren als gedacht.	It's easier to use/implement object recognition and pattern recognition than thought.		1	4	2	2
swp	3	2	3	Es gibt bereits viele vortrainierte Modelle, die man nutzen kann.	There are already many pre-trained models that can be used.		0	3	0	0
swp	3	3	3	Vorher konnte ich kaum mit mit dem Begriff Überwachtes/	Before, I could barely get to grips with the notion of supervised/		1	3	0/2	0
swp	3	3	3	Unüberwachtes Lernen anfangen.	Unsupervised Learning.		0	3	0	0
swp	3	3	3	Vor allem ist mir die Vielfalt innerhalb des Feldes viel bewusster.	Most importantly, I am much more aware of the diversity within the field.		1	4	2022-02-01 00:00:00	1
swp	3	4	3	Ich kann jetzt besser abschätzen wie aufwendig das Thema wirklich ist.	I can now better appreciate how elaborate the subject really is.		1	4	2022-02-04 00:00:00	2
swp	3	4	3	Gerade im Vergleicht zu den anderen Gruppen.	Especially in comparison to the other groups.		0	3	0/2	0
swp	3	5	3	Die Integration stellte sich als sehr große Herausforderung dar.	Integration turned out to be a very big challenge.		1	1	2	2
swp	3	5	3	Die Performance war schlechter als gedacht.	The performance was worse than expected.		1	2	2/0	0
swp	3	6	3	Ich habe die Arbeiten besser verstanden	I have a better understanding of the work		1	4	2/0	0
swp	3	7	3	Wie wichtig evaluieren für ein Modell ist war mir am Anfang nicht klar und auch wie komplex die Wahl der richtigen Metriken ist.	How important evaluating is for a model was not clear to me at the beginning and also how complex the choice of the right metrics is.		1	3	2	2
swp	3	7	3	Auf den ersten Blick ist es eine recht einfache Aufgabe, aber man muss so viele Grundlegene Annahmen treffen und dabei aufpassen nicht irgendwas vorrauszusetzten was nicht belegt ist das es die Aufgabe super spannend macht	At first glance it's a pretty simple task, but you have to make so many basic assumptions and be careful not to assume anything that is not proven that it makes the task super exciting.		1	6	2022-03-02 00:00:00	3
swp	3	8	3	Unabhängig davon was damit möglich wäre, denke ich stand jetzt nicht, dass die Aufgabenstellung leichter oder schwerer geworden ist.	Regardless of what would be possible with it, I don't think the task has gotten any easier or harder.		1	3	2022-03-02 00:00:00	3
swp	3	9	3	Wir hatten einen Weg, den wir gehen wollten und die Gespräche mit dem Professor haben bestätigt, dass der Weg auch aus seiner Sicht richtig ist, deshalb hat sich die Wahrnehmung nicht sehr stark geändert.	We had a way that we wanted to go and the discussions with the professor have confirmed that the way is also right from his point of view, so the perception has not changed very much.		1	4	2022-03-02 00:00:00	3
swp	3	10	3	Ich hatte mir das Teilaufgabe die wir behandeln wesentlich trivialer als es eigentlich ist vorgestellt.	I had imagined the subtask we were covering to be much more trivial than it actually is.		1	2	2/3/4/	4
swp	3	11	3	Wie ein Model arbeitet und was es für die Datensätze brauch, um sie benutzbar zu machen.	How a model works and what it takes for the data sets to be usable.		0	3	0	0
swp	3	12	3	"Meine Wahrnehmung hat sich eigentlich gar nicht geändert, aber das Formular gibt mir nur ""sehr wenig"" zur Auswahl."	"My perception hasn't really changed at all, but the form gives me ""very little"" to choose from."		0	3	0/2	2
swp	3	12	3	:p	:p		0	3	0	0
swp	3	0	4	Ich habe auch außerhalb des maschinellen Lernens viel gelernt, z. B. Git, Zweige, Daten besser präsentieren	I also learned a lot outside of machine learning, e.g. Git, branches, presenting data better.		1	3	0	0
swp	3	1	4	Das hat sich nicht geändert.	That hasn't changed.		0	3	0	0
swp	3	2	4	Es hat gezeigt, dass ich ein gute Organisationstalent habe und auch schnell begreife, wie Dinge funktionieren.	It has shown that I have good organizational skills and also quickly grasp how things work.		1	4	2022-03-02 00:00:00	3
