class_id	student_id	sentence_id	sentence	one hot	Label
FAU	26	9	"Auch die gesamten letzten Punkte, die im
Feedback aufgelistet wurden, sind in meiner Auflistung nicht vorhanden."		0.0
FAU	26	10	"Im Gesamten habe
ich trotzdem, auch wenn in wesentlich kürzerer Verfassung fast alle wichtigen Punkte
aufgeführt."		0.0
FAU	26	11	"In Aufgabe 2 ist mir bewusst geworden, dass ich hauptsächlich nur auf die
Psychologischen Grundlagen der Diagnostik in Lehr-/Lernprozessen eingegangen bin und
die weiteren Folien zu sehr außer Acht gelassen habe."		2.0
FAU	26	12	"Dennoch habe ich mehrere Punkte,
die im ersten Teil der zweiten Aufgabe verlangt wurden, richtig erläutert und herausgefiltert.
"		2.0
FAU	26	13	"Im zweiten Teil der Aufgabe 2 habe ich vereinzelte Punkte richtig aufgelistet und auch richtig
begründet."		2.0
FAU	26	14	"Jedoch ist meine eigene Ausführung und Begründung auf keiner Weise so weit
ausgeführt und begründet, wie die vorgegebene Feedback-Variante."		2.0
FAU	26	15	"Deswegen werde ich in
Zukunft darauf achten, noch genauer zu arbeiten, alle Punkte weiter auszuführen und mich
noch genauer darauf zu konzentrieren, was alles wichtig ist."		5.0
FAU	26	16	"Trotzdem würde ich sagen,
dass ich einigermaßen mit meiner Aufgabenbearbeitung zufrieden bin, da es eins der ersten
Male ist, dass ich so eine Aufgabenbearbeitung vornehmen musste, auch wenn es noch
genauer sein könnte und ich mehrere wesentliche Punkte vergessen habe"		1.0
FAU	27	0	Reflexion zur Situation vor der Bearbeitung der Thematik		0.0
FAU	27	1	Einführung in die Pädagogische Diagnostik:		0.0
FAU	27	2	"

-Wie motiviert bin ich an die Aufgabe herangegangen?
"		2.0
FAU	27	3	"-Wie sehr interessierte mich die Thematik Einführung in die Pädagogische Diagnostik?
"		2.0
FAU	27	4	"-Wie gut habe ich mich auf die Aufgabe vorbereitet gefühlt? 
-Habe ich verstanden, was ich bei der Aufgabe erledigen sollte?

Auch bei dieser Aufgabe hatte ich auf Grund der aktuellen Lage und meines Gemüts eher wenig Motivation diese zu bearbeiten."		2.0
FAU	27	5	Da ich mich dann über Aufgabe jedoch zusammen mit einem Kommilitonen ausgetauscht habe, hatte ich etwas mehr Motivation diese zu erledigen.		1.0
FAU	27	6	Anfangs konnte ich mir noch kaum etwas unter dem Begriff der Pädagogischen Diagnostik vorstellen, deshalb war ich anfangs etwas interessiert auch wenn nur mäßig.		2.0
FAU	27	7	Dadurch, dass ich vor den Vorlesungen noch nie wirklich etwas von pädagogischer Diagnostik gehört hatte, jedoch nun weiß wie und wo diese eingesetzt wird, war meine Vorbereitung besser als angenommen.		4.0
FAU	27	8	Anfangs verstand ich durch die vielen Fachbegriffe wenig was ich genau in der Aufgabe zu erledigen habe, konnte die Probleme aber aus dem Weg schaffen und hatte letztendlich doch ein wenig Ahnung was auf mich zu kommt.		4.0
FAU	27	9	"

"		0.0
FAU	27	10	Reflexion zur Situation während der Bearbeitung der Thematik		0.0
FAU	27	11	Einführung in die Pädagogische Diagnostik:		0.0
FAU	27	12	"

-Was hat mir bei der Bearbeitung besonders viel Spaß gemacht?"		2.0
FAU	27	13	"
"		0.0
FAU	27	14	-War ich beim Arbeiten konzentriert?		2.0
FAU	27	15	"
-Wie bin ich mit der schriftlichen Aufgabe zur Thematik Einführung in die Pädagogische Diagnostik zu Recht gekommen? 
"		2.0
FAU	27	16	"-Wie komme ich mit der gesamten Aufgabenstellung zur Thematik Einführung in die Pädagogische Diagnostik zu Recht?

"		2.0
FAU	27	17	Am besten haben mir die Beispiele mit Realitätsbezug gefallen, weil man sich dadurch auch etwas was man selbst in der Schule erlebt hat unter den ganzen Fachbegriffen und verschiedenen Diagnostikinstrumenten vorstellen konnte.		3.0
FAU	27	18	Meine Konzentration nahm auch hier nach einer gewissen Zeit immer mal wieder ab, war aber nach kurzen Pausen wieder auf angemessenem Niveau.		2.0
FAU	27	19	Durch die ganzen neuen und unbekannten Fachbegriffe tat ich mir anfangs schwer beim Bearbeiten der schriftlichen Aufgabe.		3.0
FAU	27	20	Vor allem der erste Teil der Aufgabe, welcher sehr stark theoretisch veranlagt ist, bereitet mir Schwierigkeiten, welche dann aber mit Hilfe der Tipps, Literatur und der Vorlesung von Frau Prof. Dr. Gläser-Zikuda zur Seite gelegt werden konnten.		3.0
FAU	27	21	Beim zweiten Teil der Frage ging es dann schon etwas leichter, da dieser das gute Fallbeispiel beinhaltete und somit den theoretischen Stoff in die Praxis brachte.		3.0
FAU	27	22	Insgesamt kam ich mit der gegebenen Aufgabenstellung durchschnittlich zurecht.		2.0
FAU	27	23	Das selbständige Lernen auf StudOn funktionierte bei mir in Verbindung mit der Aufgabe besser als sonst, da es mir gut tut den gelernten Stoff sofort einzusetzen.		3.0
FAU	27	24	Auch das Anfertigen der Reflexion fällt bei diesem Thema nicht schwer.		2.0
FAU	27	25	Wie bereits erwähnt hatte ich jedoch ein paar Probleme mit der Aufgabe selbst, welche jedoch nicht sehr schwerwiegend waren.		2.0
FAU	27	26	"

"		0.0
FAU	27	27	Reflexion zur Situation nach der Bearbeitung der Thematik		0.0
FAU	27	28	Einführung in die Pädagogische Diagnostik:		0.0
FAU	27	29	"

-Wie beurteile ich meinem Kompetenzstand zum Thema Einführung in die Pädagogische Diagnostik am Ende der Lerneinheit?
-Wie beurteile ich meine Lösung zur schriftlichen Arbeit?
-Wie beurteile ich, da ich nun fast am Ende bin, meine Reflexion?
-Wie beurteile ich abschließend meine gesamte Lerneinheit zur Thematik Einführung in die Pädagogische Diagnostik?
Meinen Kompetenzstand zum Thema Einführung in die Pädagogische Diagnostik würde ich als durchschnittlich bis hin zu gut bewerten, da ich nun alle wichtigen Punkte und Felder der pädagogischen Diagnostik kenne und mich mit Ihnen auseinandergesetzt habe."		2.0
FAU	27	30	Die Lösung meiner Aufgabe hätte durch mehr Literatur und tiefere Recherche besser ausfallen können, jedoch sind in meiner Lösung die wichtigsten Aspekte zur Einteilung der Diagnostik als auch neue Idee für Frau Klammer im Beispiel enthalten.		4.0
FAU	27	31	Alles in einem würde ich die Lösung als befriedigend ansehen.		2.0
FAU	27	32	Meine Reflexion finde ich gelungen, da sie für einen neutralen Dritten sehr durchschaubar ist und dadurch kann jeder nachvollziehen, welche Teile der Aufgaben mir schwerfielen und welche ich leichter fand.		3.0
FAU	27	33	Abschließend fand ich meine gesamte Lerneinheit im Thema Einführung in die Pädagogische Diagnostik für mich persönlich befriedigend, da ich sowohl leichte und gute Phasen als auch schwere und schlechte Phasen während der Bearbeitung der Lerneinheit hatte.		4.0
FAU	27	34	Letztendlich mir aber einen guten Überblick über das Thema Einführung in die Pädagogische Diagnostik verschaffen konnte.		4.0
FAU	28	0	Situation VOR der Bearbeitung:		0.0
FAU	28	1	Ich habe vermutet, dass erneut ein Fallbeispiel vorliegen wird.		2.0
FAU	28	2	"

"		9.0
FAU	28	3	Situation WÄHREND der Bearbeitung:		9.0
FAU	28	4	Ich habe aber nicht damit gerechnet, dass es erneut ein sehr heftiges Beispiel ist.		2.0
FAU	28	5	Die Lehrerin kommuniziert nämlich nicht mit der Klasse und tut nichts dagegen, dass die Klasse sich kaum meldet.		2.0
FAU	28	6	Auch hier habe ich mich gefragt, wie es denn sein kann, dass der Lehrer nicht sein Verhalten und das der Schüler hinterfragt, um die Ursachen des gescheiterten Lehrprozesses ausfindig zu machen.		2.0
FAU	28	7	"

"		0.0
FAU	28	8	Situation		0.0
FAU	28	9	NACH der Bearbeitung:		0.0
FAU	28	10	Ich bin positiv überrascht, wie vielfältig man diagnostizieren kann, wie wichtig die Aufgabenstellung und das klare Kommunizieren mit der Klasse ist.		2.0
FAU	29	0	"Ich habe mit den Folien gearbeitet und mir dazu weitere Gedanken zum Praxisbezug gemacht. 

Bei Aufgabe 1 hätte ich etwas ausführlicher auf die unterschiedlichen Bereiche eingehen können und auch Literatur mit einbeziehen können."		4.0
FAU	29	1	Die Grundlagen habe ich aber erfasst.		2.0
FAU	29	2	"Bei dieser Aufgabe fand ich es etwas schwer zu entscheiden, was relevant ist. 

Mit Aufgabe 2 bin ich zufrieden."		2.0
FAU	29	3	Ich habe alle wichtigen Aspekte erfasst und erläutert.		0.0
FAU	29	4	Mit dieser Aufgabe hatte ich keine Probleme.		0.0
FAU	30	0	1.Reflexion der vorangegangenen Lern- und Arbeitsphase zur Thematik „Einführung in die Pädagogische Diagnostik“		0.0
FAU	30	1	Für die Bearbeitung der Aufgaben kam ich die Materialien von unseren Dozenten zur Verfügung gestellt.		0.0
FAU	30	2	Sie beinhalten Informationen zum Thema Einführung in die Pädagogische Diagnostik.		0.0
FAU	30	3	Die Aufgabenstellung war, eine Situation anhand eines Fallbeispiels zu analysieren und eine mögliche Strukturierung kurz zu skizzieren.		0.0
FAU	30	4	Ziel der Aufgabe war es sich mit den ausgehändigten Materialien zu beschäftigen und die Theorie mit der Praxis zu verknüpfen.		0.0
FAU	30	5	Anhand des Fallbeispiels konnte man sich gut in die Situation hineinversetzen und überlegen, wie man nun selbst mithilfe der Theorie handeln würde.		2.0
FAU	30	6	"
"		0.0
FAU	30	7	"Das Ziel der Reflexion ist nun nachzuvollziehen, was dabei gut gelaufen ist, warum es gut gelaufen ist und was im Bezug zur „Musterlösung“ anders gemacht wurde. 
"		0.0
FAU	30	8	Um chronologisch vorzugehen, beginne Ich mit der Erarbeitung der Lehrinhalte anhand der Folien.		0.0
FAU	30	9	Wie beschrieben befasste ich mich zunächst mit den angegebenen Folien und habe mich auch auf diese Inhalte beschränkt.		0.0
FAU	30	10	Um gleich den Bezug zur Musterlösung herzustellen habe ich dann zügig gemerkt, dass die ausschließliche Bearbeitung der Folien nicht gewünscht war, sondern zusätzlich die Literatur bearbeitet werden sollte.		2.0
FAU	30	11	Dabei will ich ehrlich gestehen, dass ich davon ausgegangen bin alle erforderlichen Informationen auf den Folien zu finden.		2.0
FAU	30	12	Somit war ich beim Einblick der Musterlösung etwas erstaunt, über die „ausführliche“ Ausarbeitung einer „kurzen“ Skizzierung.		1.0
FAU	30	13	"Diese Fragestellung habe ich zunächst völlig anders aufgefasst und im Nachgang erneut bearbeitet. 
Auch hierbei spielt die intrinsische Motivation eine wichtige Rolle."		2.0
FAU	30	14	Durchaus bewusst war mir, dass die Zeitspanne für die Bearbeitung der Lehrinhalte sehr groß angesetzt war und eine ausführliche Ausarbeitung der Fragestellung möglich war, doch meine Interpretation der ersten Fragestellung beispielsweise war eine völlig andere als die der Musterlösung.		0.0
FAU	30	15	"Ebenfalls war mir das wissenschaftliche Arbeiten und das Heranziehen anderer Lehrmaterialien als die der Folien nicht bewusst. 
"		0.0
FAU	30	16	Ansonsten bin ich mit meiner Bearbeitung der Aufgabenstellungen anhand der Folien zufrieden, ich habe dies gewissenhaft absolviert und interessiert bearbeitet.		1.0
FAU	30	17	Aufgrund meines persönlichen Interesses über die Entstehung von Urteilsfehler und der gewünschten Objektivität finde ich die Lehrinhalte sehr interessant.		3.0
FAU	30	18	Trotz allem vertrete ich die Meinung, dass ich mich auf eine Prüfung mit anstehender Leistungsdiagnostik anders vorbereitet hätte.		2.0
FAU	30	19	"
"		0.0
FAU	30	20	Ebenfalls finde ich die Theoretischen Aspekte äußerst spannend, bin mir jedoch nicht sicher, wie man dies in die Praxis umsetzen kann.		1.0
FAU	30	21	Als Lehrkraft hat man häufig verschiedene Klassen in denen man Unterrichtet und somit hunderte von Schülern.		0.0
FAU	30	22	Wie soll es zeitlich möglich sein einen guten Unterricht vorzubereiten, diesen zu reflektieren und am besten noch so vielen SuS wie möglich, ein spezifisches und fachlich individuelles Feedback mitzugeben.		2.0
FAU	30	23	"
Ich vertrete die Meinung, dass die Fachlichkeit einer Lehrkraft nicht verloren gehen sollte, aber die Pädagogische „Betreuung“ der SuS immer wichtiger wird und eine Lehrkraft schon lange nicht mehr „nur“ eine Lehrkraft ist."		2.0
FAU	31	0	"Reflexion zur Situation vor der Bearbeitung der Thematik:
èDas Gebiet der Pädagogischen Diagnostik ist essenziell, um einen Unterricht effektiv auf die Bedürfnisse der Schülerinnen und Schüler auszurichten und so einen maximalen Lernerfolg anzustreben."		0.0
FAU	31	1	Als Vorbereitung auf die Bearbeitung dieser Aufgabe, habe ich die Vorlesungsfolien durchgearbeitet und die empfohlene Literatur ergänzend zur Hand genommen.		0.0
FAU	31	2	Ich habe außerdem die Erkenntnisse bzw. die Reflexion der letzten Aufgabe zusammengetragen und darauf geachtet, diese umzusetzen.		0.0
FAU	31	3	"
Reflexion zur Situation während der Bearbeitung der Thematik:"		0.0
FAU	31	4	"
"		0.0
FAU	31	5	èBeim Definieren der Pädagogischen Diagnostik		0.0
FAU	31	6	viel es mir nicht einfach, zwischen den Inhalten zu selektieren und damit eine passende Beschreibung zu formulieren.		2.0
FAU	31	7	Ich habe die Informationen von Leutner (2001) mit den Erkenntnissen aus der Vorlesung verknüpft und so das Thema verstanden.		0.0
FAU	31	8	Vergleich ich meine Version mit der Feed-Back-Datei, so fehlt die Berücksichtigung der Grad der Beteiligung, also ob es sich um Fremd- bzw. Selbstdiagnose handelt.		2.0
FAU	31	9	Außerdem relevant wäre die Bezugsnormorientierung der Rückmeldung.		2.0
FAU	31	10	Hier geht es um die Kriteriale, Soziale und Individuelle Bezugsnorm (Sacher 2007).		0.0
FAU	31	11	Richtig beachtet habe ich den Unterschied zwischen dem Formellen und dem Informellen Verfahren.		2.0
FAU	31	12	Ebenso habe ich im zweiten Teil der Aufgabe die Summative, sowie Formative Leistungsdiagnostik aufgeführt (bei Maier et al., 2012).		0.0
FAU	31	13	Nicht verwendet habe ich die Auszüge aus Gläser-Zikuda & Hascher, 2006.		0.0
FAU	31	14	Jedoch habe ich die gleichen Inhalte zu den alternativen Formen der schulischen Leistungsdiagnostik aufgeführt.		0.0
FAU	31	15	"Auch eventuelle Problematiken beim Beurteilen des Kompetenzstands der Schülerinnen und Schüler habe ich berücksichtigt.
Beim Bearbeiten der zweiten Aufgabe habe ich die summative Leistungsmessung in Bezug auf die stündlichen Abfragen und die Klassenarbeit erkannt."		0.0
FAU	31	16	Außerdem habe ich die auftretenden Problematiken aufgelistet.		0.0
FAU	31	17	Auch das es sich um eine Fremddiagnose handelt wird ersichtlich, da auf die Notwendigkeit der Selbstreflexion der Lernenden aufmerksam gemacht wird.		0.0
FAU	31	18	Außerdem wurde richtig erkannt, dass die Schulklasse keinen Einblick in den Bewertungsmaßstab der Lehrkraft hat und deshalb keine Transparenz bei der Benotung gegeben ist.		0.0
FAU	31	19	Damit Frau Klammer die Klasse zukünftig richtig einschätzen vermag, wurde korrekt der Vorschlag zum Einbeziehen formativer Leistungsmessungen angebracht.		0.0
FAU	31	20	Dazu wurde die entsprechende Seite aus dem Skript zur Hilfe genommen.		0.0
FAU	31	21	Nicht genannt wurde die Möglichkeit, Portfolios oder Lerntagebücher zu erstellen (Gläser-Zikuda & Hascher, 2006).		0.0
FAU	31	22	Dass die verwendeten Verfahren nicht mehr der heutigen Lernkultur zuzuordnen sind, wird dargestellt, in dem auf die notwendige Anwendung und Verknüpfung zwischen den Unterrichtsthemen aufmerksam gemacht wird.		0.0
FAU	31	23	Es genügt also nicht mehr, einzelne Thematiken abzufragen, ohne die Gesamtheit des Lernstoffes zu berücksichtigen.		0.0
FAU	31	24	"
Reflexion nach der Bearbeitung der Thematik:
èVergleiche ich das Thema Diagnostik mit dem Klassenmanagement, fällt mir letzteres deutlich leichter nachzuvollziehen."		0.0
FAU	31	25	Vermutlich liegt das daran, das bei der Pädagogischen Diagnostik jede Person individuell betrachtet werden sollte und es sehr viele Ansätze zur Leistungsmessung und Förderung gibt.		2.0
FAU	31	26	Ich habe mich dieses Mal mehr mit Fachliteratur auseinandergesetzt und versuch auf Details einzugehen.		0.0
FAU	31	27	Miteinbezogen habe ich aber in erster Linie die Vorlesungsfolien, da ich den Inhalt anhand dieser am präzisesten verstanden habe.		0.0
FAU	32	0	Bei der Bearbeitung der Aufgabenstellung hatte ich ein paar Probleme mit Aufgabenteil 1.		0.0
FAU	32	1	Hier wusste ich nicht wie genau ich das Feld der Pädagogische Diagnostik strukturiert skizzieren soll.		2.0
FAU	32	2	Vor allem dies mit eigenen Worten zu tun viel mir sehr schwer.		2.0
FAU	32	3	"Deshalb habe ich aus den Folien die Unterteilung von Leutner (2001) übernommen.
In Aufgabenteil 2 habe ich das Fallbeispiel genauer betrachtet und meine Gedanken zu der Herangehensweise mit dieser Situation geschildert."		3.0
FAU	32	4	Dabei ist mir der Bezug auf Teilaufgabe 1 leider nicht sonderlich gelungen.		2.0
FAU	32	5	"
"		0.0
FAU	32	6	Im Nachhinein habe ich durch die Musterlösung erkannt das ich mich noch einmal intensiver mit diesem Themenbereich auseinandersetzen muss.		2.0
FAU	32	7	Da meine Ausarbeit der Aufgabenstellung zu oberflächlich war.		0.0
FAU	33	0	1.Situation vor der Bearbeitung:		0.0
FAU	33	1	Ich habe schon durch verschiedene Schulpraktika Möglichkeiten der Gestaltung des Unterrichts bzw. der Lehr-Lern Prozesse kennen gelernt.		0.0
FAU	33	2	Hier habe ich verschiedene Methoden beobachtet, die voneinander abweichen und jeweils in verschiedenen Aspekten positive Wirkungen mit sich bringen.		0.0
FAU	33	3	Durch die Auseinandersetzung mit den zur Verfügung gestellten Materialien habe ich verschiedene Aspekte der pädagogischen Diagnostik in ihrer Tiefe kennen gelernt und Verknüpfungen herstellen können.		0.0
FAU	33	4	Das Themengebiet liefert jedoch durch seine Tiefe und verschiedene zu verknüpfende Faktoren teilweise Schwierigkeiten im Verständnis.		3.0
FAU	33	5	"2. Situation während der Bearbeitung: 
Das Fallbeispiel hat verschiedene Faktoren des Unterrichtsgeschehens in Bezug zur pädagogischen Diagnostik angesprochen, die im Rahmen der zu bearbeitenden Aufgaben zu analysieren sind."		0.0
FAU	33	6	Die erste Aufgabe war leicht zu verstehen und durch die vorher durch gearbeiteten Unterlagen gut zu lösen.		0.0
FAU	33	7	Hier wurde eine Skizze zu Strukturierung des Feldes der pädagogischen Diagnostik gefordert.		0.0
FAU	33	8	"Ich habe alle relevanten Faktoren für eine gute Übersicht zusammen stellen können.
"		2.0
FAU	33	9	Der zweite Teil bezüglich der bisher genutzten diagnostischen Verfahren und welche in der Zukunft zum Einsatz kommen sollten hat mir deutlich mehr Schwierigkeiten bereitet.		2.0
FAU	33	10	Hier habe ich die vorherrschende Situation richtig analysieren können, doch nicht in der Tiefe, wie es aus der Musterlösung ersichtlich ist.		2.0
FAU	33	11	Ich habe mir deshalb Notizen gemacht, um meine Antworten für meine Unterlagen zu vervollständigen.		0.0
FAU	33	12	Bei der Überlegung über zukünftige diagnostische Verfahren, habe ich verschiedene Faktoren benennen können, die eine Verbesserung bewirken.		0.0
FAU	33	13	Jedoch habe ich auch hier die dargestellte Tiefe der Antwort nicht so darstellen können.		0.0
FAU	33	14	Hieran erkennt man die Tiefe und Vielschichtigkeit dieses Themenfeldes.		0.0
FAU	33	15	Man muss lernen verschiedene Aspekte tiefer zu beleuchten.		2.0
FAU	33	16	Dies habe ich dadurch verstanden und meine Aufgaben auch hier um die nötigen Faktoren ergänzt.		2.0
FAU	33	17	"3. Situation nach der Bearbeitung:
Das Themengebiet der pädagogischen Diagnostik weist unterschiedliche Facetten zur Optimierung von Lehr-Lernprozessen auf, die in ihrer Tiefe Zeit beanspruchen, um diese vollständig zu verstehen und miteinander in Verbindung zu setzen."		0.0
FAU	33	18	Durch die zur Verfügung gestellte Literatur konnte man jedoch vorhandene Unklarheiten beseitigen und mein Verständnis ist somit gut.		2.0
FAU	33	19	Ebenso konnte ich daraus Handlungs- und Gestaltungsmöglichkeiten für meinen zukünftigen eigenen Unterricht ableiten, was meine Interesse für dieses Thema nochmals gesteigert hat.		2.0
FAU	34	0	"Reflexion: 

"		0.0
FAU	34	1	Beim Einlesen in das Thema fühlte ich mich zu Beginn sehr gut.		1.0
FAU	34	2	Pädagogische Diagnostik ist ein sehr praxisnahes Thema, welches mir schnell einen Bezug zu meiner eigenen Schulzeit bot.		2.0
FAU	34	3	Beim Studieren der Folien, wurde allerdings klar, dass das Thema auch eine sehr theoretische Seite hat mit einer Flut an verschiedenen Informationen.		0.0
FAU	34	4	Anfangs schreckte dies ab, bei weiterem Einlesen wurde es allerdings immer spannender und man konnte immer wieder einen Praxisbezug für sich herstellen.		2.0
FAU	34	5	Die erste Frage war sehr weit gefasst und bot ein weites Spektrum an Antwortmöglichkeiten.		0.0
FAU	34	6	Diese Art der Aufgabe ermöglicht es einem sein komplettes erlerntes Wissen wiederzugeben.		0.0
FAU	34	7	Aufgabe 2 hingegen stellte mich vor größere Hausforderungen.		2.0
FAU	34	8	Ich tat mir schwer die theoretischen Inhalte auf das Fallbeispiel zu übertragen und fand daher wenige Lösungsvorschläge.		2.0
FAU	34	9	"Beispiele, die noch mehr den Praxisbezug herstellen wären sehr hilfreich für die Ausarbeitung der Aufgabe gewesen.
Insgesamt war das Thema sehr spannend für mich und ich finde ich konnte einiges über die Pädagogische Diagnostik lernen."		3.0
FAU	34	10	Die Ausarbeitung der Aufgaben war anspruchsvoll, trotz alledem spannend und interessant.		2.0
FAU	34	11	"
"		0.0
FAU	34	12	Abschließend lässt sich sagen, dass die Bearbeitung des Mini-Portfolios super Einblicke in die zwei zu bearbeitenden Themenfelder geboten hat.		2.0
FAU	34	13	"Das selbstständige Lernen hat es mir ermöglicht die Lerninhalte zu verinnerlichen. 
Ich bin ein großer Fan von Selbstreflexion."		0.0
FAU	34	14	"Die Aufteilung des Portfolios ist super gewählt, da man sich sehr schnell selber korrigieren, verbessern und reflektieren kann.
"		3.0
FAU	34	15	Diese Methode des Eigenlernens werde ich definitiv im Kopf behalten und vielleicht schon bald bei meinen eigenen Schülern anwenden.		5.0
FAU	35	0	Reflexion zur Situation vor der Bearbeitung der Thematik		0.0
FAU	35	1	Einführung in die Pädagogische		0.0
FAU	35	2	"
Diagnostik
Vor der Bearbeitung der schriftlichen Arbeit habe ich mir die Vorlesung und die dazu gehörigen
Folien zu Gemüte geführt."		0.0
FAU	35	3	"Des Weiteren habe ich mir noch Notizen und Anmerkungen
aufgeschrieben und mir noch eine Zusammenfassung der Vorlesung erstellt."		0.0
FAU	35	4	"Somit habe ich mich erst
einmal intensiv mit dem Thema auseinander gesetzt und habe mich somit gut vorbereitet für die
schriftliche Aufgabe gefühlt."		1.0
FAU	35	5	"Außerdem habe ich mir dieses Mal die Vorlesung aufgeteilt, in zwei
Lerneinheiten, dadurch konnte ich mich auf die Aufgaben und die Vorlesung besser konzentrieren.
Reflexion zur Situation während der Bearbeitung der Thematik"		0.0
FAU	35	6	Einführung in die Pädagogische		0.0
FAU	35	7	"
Diagnostik
Die dieswöchige Lerneinheit fande ich sehr gut strukturiert, ich bin immer gut mitgekommen und
habe mir der Länge der Folien Seitz Haber die Vorlesung in zwei große Blöcke aufgeteilt, die genau
der länge der beiden Vorlesungsvideos entsprachen."		0.0
FAU	35	8	"Ich habe mir auch wie bereits erwähnt immer
mal wieder Notizen zu den Folien gemacht und vor allem auch die in der Vorlesung genannten
Beispiele in meinen Notizen aufgenommen.
Mit der Aufgabenstellung bin ich gut zurechtgekommen, ich habe zuerst die Aufgabenstellung in
Ruhe durchgelesen, habe mich dann den Fallbeispiel zugewendet und habe danach die erste Aufgabe
mit Hilfe meiner Notizen bearbeitet."		0.0
FAU	35	9	"Des Weiteren habe ich mir auf einen externen Blatt einen
möglichen Ansatz einer Struktur für Pädagogische Diagnostik skizziert und habe dann versucht,
meine Notizen noch einmal etwas geordneter und umfassender als Lösungsvorschlag für die erste
Aufgabe aufzuschreiben."		0.0
FAU	35	10	"Danach habe ich mich der zweiten Aufgabe gewidmet, habe mir noch
einmal das Fallbeispiel zu Gemüte geführt und habe versucht mich in die Situation von Frau Klammer
hineinzuversetzen und mit dem neu erlernten Wissen über die Pädagogische Diagnostik diese
Situation zu analysieren und eine neue Gestaltung des Unterrichtes zu entwerfen."		0.0
FAU	35	11	"
"		0.0
FAU	35	12	Reflexion zur Situation nach der Bearbeitung der Thematik		0.0
FAU	35	13	Einführung in die Pädagogische		0.0
FAU	35	14	"
Diagnostik
Ich bin äußerst zufrieden mit den Ergebnissen der gesamten Lerneinheit, ich denke ich habe vieles
wissenswertes mitgenommen und kann die Fehler, die beispielsweise Frau Klammer gemacht, in
meiner Zukunft als Lehrkraft vorbeugen und früh erkennen."		0.0
FAU	35	15	"Auch habe ich so neue Methoden
gelernt, wie ich Pädagogische Diagnostik im Schulalltag anwenden kann.
"		0.0
FAU	35	16	Mit meiner Bearbeitung der beiden Aufgaben bin ich sehr zufrieden.		1.0
FAU	35	17	"Natürlich hätte ich auch bei
diesen beiden Aufgaben mehr ins Detail gehen können, bin aber insgesamt sehr positiv gestimmt
über meine Erarbeitung der Aufgaben und meinen Umgang in dem vorliegenden Fallbeispiel."		1.0
FAU	36	0	Ich habe mir die Folien der Vorlesung angeschaut und bei Verständnis Problemen zusätzlich noch das Video, was ziemlich viel Zeit in Anspruch genommen hat.		0.0
FAU	36	1	Anschließend habe ich mir die Aufgabe angeschaut und nicht genau gewusst was ich machen sollte, weil ich das Thema sehr komplex fand und es nicht zu 100% verstanden habe.		2.0
FAU	36	2	Daraufhin habe ich mir die Tipps angeschaut, was mir nur bedingt weitergeholfen hat.		0.0
FAU	36	3	Nachdem ich mit der Aufgabe fertig war, habe ich mir die Lösung angeschaut und musste feststellen, dass ich zu wenig Information geschrieben habe.		2.0
FAU	36	4	Mit meinem Ergebnis bin ich dementsprechend nicht zufrieden, weil ich die geforderten Antworten nicht geben konnte.		2.0
FAU	37	0	"Reflexion zur Situation vor der Bearbeitung der Thematik „ Einführung in die Pädagogische
Diagnostik “ ( Lerninhalte, schriftliche Aufgabe,...)
"		0.0
FAU	37	1	"Bevor ich begonnen habe die Aufgabe zu bearbeiten, habe ich mich mit den auf Studon 
eingestellten Materialien (u.a. der Vorlesung zum Themenbereich 5) vertraut gemacht, und  
das Thema vertieft indem ich Unklarheiten im Internet recherchiert  und mich mit einigen 
Komilitonen zur Thematiesierten Vorlesung ausgetauscht habe."		0.0
FAU	37	2	"
"		0.0
FAU	37	3	"Reflexion zur Situation während der Bearbeitung der Thematik „ Einführung in die 
Pädagogische Diagnostik“ (Lerninhalte, vor allem schriftliche Aufgabe,...)
"		0.0
FAU	37	4	"Während der Bearbeitung der Aufgabe habe ich mir vorgestellt wie es sich anfühlen würde 
wenn mir dieses Fallbeispiel wirklich passieren würde und wie ich tatsächlich reagieren 
würde. 
Dann habe ich versucht, objektiv an das Thema heran zu gehen und mich nochmals mit dem 
Stoff der Vorlesung 8 befasst."		2.0
FAU	37	5	"Bei Aufgabe 1 ging es nur darum die Situation bzw das 
Fallbeispiel zu analysieren, aber bei Aufgabe 2 habe ich mir einige Gedanken gemacht und 
überlegt, was wichtig für mich ist und was wichtig ist um die Schülern neu zu motivieren."		0.0
FAU	37	6	"
"		0.0
FAU	37	7	"Reflexion zur Situation nach der Bearbeitung der Thematik „ Einführung in die 
Pädagogische Diagnostik“"		0.0
FAU	37	8	"(Lerninhalte, vor allem schriftliche Aufgabe,...)
Da ich die Vorgehensweise der Bearbeitung schon von der ersten Aufgabe kannte, viel mir 
diese relativ leicht."		3.0
FAU	37	9	"
"		0.0
FAU	37	10	"Nach Beendigung  der Aufgaben  habe ich mir mehrere Meinungen zu meiner Arbeit 
eingeholt."		0.0
FAU	37	11	"Dann hab ich alles noch einmal durchgelesen, Tippfehler korrigiert und ein oder 
zwei Ergänzungen gemacht."		0.0
FAU	37	12	"
"		0.0
FAU	37	13	"Nachdem ich dann alles abgegeben hatte, kamen mir noch ein paar Punkte in den Sinn, die 
ich evtl. noch hätte beachten können, aber jetzt ist es zu spät."		2.0
