class_id	student_id	question_id	sentence	translation	Unnamed: 5	label_ref	label_sent	gibbs	Unnamed: 9
dundee	111	1	Das alles gehört dazu, wenn man sich um die Gesundheit und das Wohlbefinden eines Kindes im Klassenzimmer kümmert.	It's all part of taking care of a child's health and well-being in the classroom.		1.0	3.0	2	
dundee	111	1	Ich bin der Meinung, dass wir dies auch im Unterricht vermitteln sollten, damit Gleichaltrige Mobbing erkennen und es melden können.	I believe that we should also teach this in the classroom so that peers can recognize bullying and report it.		1.0	3.0	3	
dundee	111	1	Eines der Dinge, die ich erwähnt habe, ist Sportunterricht.	One of the things I mentioned is gym class.		0.0	3.0	0	
dundee	111	1	Ich habe Sportunterricht gehasst und muss zugeben, dass ich alles getan habe, um mich davor zu drücken (was auch ganz gut geklappt hat, nachdem ich Keuchhusten hatte und eine Rückenverletzung erlitt, als ich vom Trampolin gestoßen wurde.	I hated gym class and have to admit that I did everything I could to avoid it (which worked out pretty well after I had whooping cough and suffered a back injury when I got knocked off the trampoline.		1.0	1.0	0	
dundee	111	1	AUTSCH!)	OUCH!)		0.0	3.0	0	
dundee	111	1	Aber nachdem ich im letzten Jahr im Kindergarten gearbeitet habe und mit Kindern bei den Guides und Brownies gearbeitet habe, beginne ich zu erkennen, wie wichtig der Sportunterricht für Kinder in diesem Land und auf der ganzen Welt ist.	But after working in kindergarten for the past year and working with kids at Guides and Brownies, I'm starting to realize how important physical education is for kids in this country and around the world.		1.0	3.0	4	
dundee	111	1	"Die Weltgesundheitsorganisation hat 2009 einen Bericht erstellt, der besagt, dass bis 2010 43 Millionen Kinder unter 5 Jahren übergewichtig sein werden""."	"The World Health Organization produced a report in 2009 that said ""43 million children under the age of 5 will be overweight by 2010."		0.0	3.0	0	
dundee	111	1	Ich weiß, dass wir 6 Jahre davon entfernt sind, aber wenn das nicht erschreckend genug ist, um zu beweisen, dass Kinder Gesundheit und Wohlbefinden in der Schule unterrichtet werden müssen, dann weiß ich nicht, was es ist.	I know we are 6 years away from that, but if that is not scary enough to prove that children need to be taught health and wellness in school, then I don't know what is.		1.0	2.0	3	
dundee	111	1	Gesunde Ernährung ist etwas anderes, das wir in allen Lernstufen unterrichten sollten.	Healthy eating is something else we should be teaching at all levels of learning.		1.0	3.0	2	
dundee	111	1	Dieses Video über den Zuckerkonsum, das ich vor ein paar Monaten gepostet habe, zeigt, was in zuckerhaltigen Getränken enthalten ist, und wenn Kinder diese Dinge nicht wissen, werden sie sie nicht ablehnen und sich für die gesünderen Optionen von Obst, Gemüse, Milch und Wasser entscheiden.	This video on sugar consumption that I posted a few months ago shows what is in sugary drinks and if children don't know these things they won't reject them and will choose the healthier options of fruit, vegetables, milk and water.		0.0	3.0	0	
dundee	111	1	Alles in allem hoffe ich, Ihnen einige der Gründe vermittelt zu haben, warum ich denke, dass Gesundheit und Wohlbefinden so wichtig für den schottischen Lehrplan sind.	All in all, I hope I have conveyed to you some of the reasons why I think health and wellbeing is so important to the Scottish curriculum.		1.0	3.0	4	
dundee	111	1	Denn wenn wir unseren Kindern nicht beibringen, wie sie auf sich selbst aufpassen können, wie können wir dann erwarten, dass sie es tun?	After all, if we don't teach our children how to take care of themselves, how can we expect them to?		1.0	3.0	4	
dundee	105	1	Geschlechterstereotypen in den Medien	Gender stereotypes in the media		0.0	3.0	0	
dundee	105	1	Als ich am Freitagmorgen aufwachte, fand ich unerwartet meine Social-Media-Seite explodiert mit Behauptungen, dass in Amerika Mädchen glauben, Brillanz sei eine männliche Eigenschaft.	When I woke up Friday morning, I unexpectedly found my social media page exploding with claims that girls in America believe brilliance is a masculine trait.		0.0	3.0	0	
dundee	105	1	Natürlich war ich neugierig, mehr herauszufinden, und je mehr Artikel ich las, desto entsetzter war ich, dass die Realität so aussieht, dass Mädchen schon im Alter von sechs Jahren wirklich glauben, dass Jungen schlauer sind als sie, weil sie Jungen sind...	Naturally, I was curious to find out more, and the more articles I read, the more horrified I was that the reality is that girls as young as six really do believe that boys are smarter than them because they are boys....		1.0	1.0	2	
dundee	105	1	Was?	Huh?		0.0	2.0	1	
dundee	105	1	Je mehr ich heute Morgen darüber nachgedacht habe, desto mehr habe ich darüber nachgedacht, ob ich jemals darüber nachgedacht habe, dass Jungen schlauer sind als ich, als ich aufwuchs.	The more I thought about it this morning, the more I thought about whether I ever thought about boys being smarter than me growing up.		1.0	3.0	2	
dundee	105	1	Die kurze Antwort ist nein.	The short answer is no.		0.0	3.0	0	
dundee	105	1	Ich wurde so erzogen, dass ich immer wusste, dass, egal was ich tat, es Menschen um mich herum gab, die mich unterstützten und wenn ich etwas tun wollte, konnte ich es tun.	I was raised in such a way that I always knew that no matter what I did, there were people around me who supported me and if I wanted to do something, I could do it.		1.0	4.0	2	
dundee	105	1	"Um ehrlich zu sein, wenn es jemanden gab, von dem ich dachte, er sei besser als ich, dann war es ""der akademisch Fähigere"", denn die Schule, auf die ich ging, machte uns klar, dass wir eher Einsen als Zweien bekommen mussten."	"To be honest, if there was anyone I thought was better than me, it was ""the more academically able"" because the school I went to made it clear that we had to get A's rather than B's."		1.0	3.0	3	
dundee	105	1	Das hatte nichts mit dem Geschlecht zu tun.	It had nothing to do with gender.		0.0	3.0	2	
dundee	105	1	"Wenn ich jetzt beruflich darüber nachdenke und dieses Jahr das Modul ""Interkulturelles Arbeiten"" habe, denke ich wirklich über einige der weiblichen Vorbilder nach, die Kinder in ihrem Leben haben."	Thinking about it professionally now, and having the Intercultural Working module this year, I'm really thinking about some of the female role models that kids have in their lives.		1.0	3.0	2	
dundee	105	1	Trägt dies wesentlich zu Geschlechterstereotypen bei?	Does this contribute significantly to gender stereotypes?		0.0	3.0	3	
dundee	105	1	"Denken Sie doch einmal über einige der positiven weiblichen ""Vorbilder"" nach, die es gerade in den Medien gibt."	"Think about some of the positive female ""role models"" that are out there in the media right now."		0.0	3.0	0	
dundee	105	1	Um ehrlich zu sein, sind die einzigen guten Beispiele, die mir einfallen, aus der Politik wie Nicola Sturgeon, Theresa May, Michelle Obama usw. und natürlich Mary Berry (wer liebt nicht ein bisschen Mary).	To be honest, the only good examples I can think of are from politics like Nicola Sturgeon, Theresa May, Michelle Obama, etc. and of course Mary Berry (who doesn't love a little Mary).		0.0	3.0	2	
dundee	105	1	Dies alles wurde in der 2016 von Girlguiding durchgeführten Umfrage zur Einstellung von Mädchen bestätigt.	This was all confirmed in the 2016 Girlguiding Attitudes Survey.		0.0	3.0	0	
dundee	105	1	Einer der ersten Punkte der Umfrage war, dass es einfach zu wenige positive weibliche Vorbilder gibt.	One of the first points of the survey was that there are simply too few positive female role models.		0.0	2.0	0	
dundee	105	1	Mir fiel kein einziges positives weibliches Rollenmodell ein, das sich in den Medien mit Naturwissenschaften oder Mathematik beschäftigt, denn um ganz ehrlich zu sein, glaube ich nicht, dass es welche gibt, die in der Öffentlichkeit bekannt gemacht werden, weil sie nicht das Interesse bekommen, wie es die Kardashians, Sängerinnen und Schauspielerinnen tun.	I couldn't think of a single positive female role model who is involved in science or math in the media, because to be perfectly honest, I don't think there are any who are publicized because they don't get the interest that the Kardashians, singers, and actresses do.		1.0	2.0	3	
dundee	105	1	Es ist schön und gut, wenn Frauen für Mathematik und Naturwissenschaften geworben werden, aber es ist nicht überraschend, dass junge Mädchen lieber Sängerin oder Schauspielerin werden wollen, weil das nicht die glamourösen Lebensstile sind, die in den Medien dargestellt werden.	It's all well and good for women to be recruited into math and science, but it's not surprising that young girls would rather be singers or actresses because those aren't the glamorous lifestyles that are portrayed in the media.		1.0	3.0	3	
dundee	105	1	Dame Athene Donald, Professorin an der University of Cambridge, bestätigt im Guardian, dass es nicht mehr ausreicht, Kinder in der Sekundarstufe zu ermutigen, sich für ein ausgewogenes Geschlechterverhältnis einzusetzen!	Dame Athene Donald, a professor at the University of Cambridge, confirms in the Guardian that it is no longer enough to encourage children in secondary school to work towards gender balance!		1.0	3.0	0	
dundee	105	1	Sicherlich ist die Diskussion über Stereotypen in den Grundschulen mit Kindern aller Altersgruppen genauso wichtig für die Gesundheit und das Wohlbefinden im Moment!	Surely discussing stereotypes in elementary school with children of all ages is just as important for health and well-being right now!		0.0	3.0	2	
dundee	105	1	Ich schreibe dies nur wenige Tage, nachdem eine der größten Demonstrationen für Gleichberechtigung und Frauenrechte in Städten auf der ganzen Welt stattgefunden hat.	I write this just days after one of the largest demonstrations for equality and women's rights took place in cities around the world.		0.0	3.0	0	
dundee	105	1	Vor 100 Jahren haben unsere Vorfahren genau das Gleiche für das Wahlrecht in diesem Land getan.	100 years ago, our ancestors did the exact same thing for the right to vote in this country.		1.0	3.0	0	
dundee	105	1	Sind wir wirklich so viel weiter gekommen seit den Tagen der Suffragetten, wenn wir Märsche gegen den Präsidenten der Vereinigten Staaten richten, aufgrund von frauenfeindlichen Aussagen über Frauen, die übergewichtig sind und Frauen, die Rechte über ihr persönliches Wohlergehen haben wollen, Rechte wegnehmen.	Have we really come that much further since the days of the suffragettes when we have marches directed against the President of the United States because of misogynistic statements about women being overweight and taking away rights from women who want rights over their personal well-being.		1.0	2.0	2	
dundee	105	1	Der neu gewählte Präsident sagte einmal über einen Schönheitswettbewerb:	The newly elected president once said of a beauty pageant:		1.0	3.0	0	
dundee	105	1	"Wenn Sie einen Raketenwissenschaftler suchen, sollten Sie heute Abend nicht einschalten, aber wenn Sie eine wirklich schöne Frau suchen, sollten Sie zusehen""."	If you are looking for a rocket scientist, you should not tune in tonight, but if you are looking for a truly beautiful woman, you should watch.		0.0	3.0	0	
dundee	105	1	Wenn das keine Werbung für Diskussionen über Geschlechterstereotypen in Grundschulen ist, weiß ich nicht, was es ist.	If that's not an advertisement for discussions about gender stereotypes in elementary schools, I don't know what is.		1.0	3.0	3	
dundee	105	1	Um ehrlich zu sein, glaube ich, dass sich dieses Gefühl, dass Männer besser sind als Frauen, nicht über Nacht ändern wird - das tut es nie.	To be honest, I don't think this feeling that men are better than women will change overnight - it never does.		1.0	2.0	2	
dundee	105	1	Dieses Gefühl, dass Männer besser sind als Frauen, gibt es schon seit Jahrhunderten, und nur weil man mit Kindern von klein auf darüber spricht, bedeutet das nicht, dass es nicht immer noch ein unterschwelliges Gefühl gibt, dass manche Berufe für Männer und manche für Frauen sind.	This feeling that men are better than women has been around for centuries, and just because you talk to kids about it from a young age doesn't mean that there isn't still an underlying feeling that some jobs are for men and some are for women.		1.0	2.0	3	
dundee	105	1	Um noch einmal auf die Arbeit von Girlguiding zurückzukommen:	To return to Girlguiding's work:		0.0	3.0	0	
dundee	105	1	Die Girls Attitude Survey von 2016 zeigte, dass Mädchen auch das Gefühl haben, dass zu viele Werbungen Mädchen und Frauen immer noch in traditionellen Geschlechterrollen darstellen.	The Girls Attitude Survey of 2016 showed that girls also feel that too many advertisements still portray girls and women in traditional gender roles.		1.0	2.0	0	
dundee	105	1	Dies gab den Anstoß für den untenstehenden Werbespot für die Girlguiding #ForTheGirl-Kampagne und beweist, dass dies ein täglicher Kampf in unseren Medien ist, und zwar sofort mit Voice-Overs von echten Interviews.	This prompted the commercial below for the Girlguiding #ForTheGirl campaign and proves that this is a daily struggle in our media, right away with voice-overs from real interviews.		1.0	3.0	0	
dundee	105	1	Es ist ein starkes Video und regt wirklich zum Nachdenken an!	It's a powerful video and really makes you think!		0.0	3.0	2	
dundee	105	1	Mein letzter Punkt ist ein persönlicher.	My last point is a personal one.		0.0	3.0	4	
dundee	105	1	Wir müssen als menschliche Rasse dieses Gefühl so schnell wie möglich komplett ausmerzen.	We as a human race need to completely eradicate this feeling as soon as possible.		0.0	3.0	5	
dundee	105	1	Ich finde es einfach nicht richtig, dass ein Kind im Alter von 6 Jahren dasitzt und denkt, dass jemand aufgrund seines Geschlechts besser ist als es.	I just don't think it's right for a child as young as 6 to sit there and think that someone is better than them because of their gender.		1.0	2.0	2	
dundee	105	1	Ich glaube fest daran, dass man sich sein Recht auf einen Platz verdienen muss, und ja, dieses Kind könnte am Ende einen besser bezahlten Job haben, mit besseren Noten und einem besseren Lebensstil, aber das sollte nicht sein, weil es männlich ist.	I firmly believe that you have to earn your right to a place, and yes, that kid might end up with a better paying job, with better grades and a better lifestyle, but it shouldn't be because he's male.		1.0	3.0	2	
dundee	105	1	Es sollte so sein, weil der Mann wirklich besser in dem Job war, akademisch besser und gesünder.	It should be because the male really was better at the job, better academically, and healthier.		1.0	3.0	3	
dundee	105	1	Ich bin in keiner Weise eine starke Feministin, auch wenn dieser Beitrag mich als solche darstellt, ich bin jedoch ein wahrer Gläubiger der Gleichheit und der gleichen Rechte für alle.	I am in no way a strong feminist, even though this post portrays me as such, I am however a true believer in equality and equal rights for all.		1.0	3.0	2	
dundee	105	1	Vor allem, wenn es um mein Klassenzimmer geht.	Especially when it comes to my classroom.		0.0	3.0	4	
dundee	104	1	Vom Leben lernen -	Learning from life -.		0.0	3.0	0	
dundee	104	1	Ein neues Abenteuer!	A New Adventure!		0.0	3.0	0	
dundee	104	1	Das zweite Jahr hier an der University of Dundee ist aufregend, denn unser Praktikum ist ein bisschen anders als andere.	The second year here at the University of Dundee is exciting because our internship is a little different than others.		1.0	4.0	3	
dundee	104	1	Wir machen ein Praktikum namens Learning from Life, bei dem wir 6 Wochen lang überall hingehen können, wo wir wollen und die ganze Reise dokumentieren können, wie wir wollen!	We are doing an internship called Learning from Life where we can go anywhere we want for 6 weeks and document the whole trip however we want!		0.0	4.0	0	
dundee	104	1	Als ich also über die Möglichkeiten nachdachte, hatte ich wirklich zu kämpfen.	So when I was thinking about the possibilities, I was really struggling.		1.0	2.0	1	
dundee	104	1	Ich beschloss, dass es das Beste wäre (und die Tatsache, dass wir es sowieso tun müssen, um das Modul zu bestehen), ein Audit darüber zu erstellen, welche Fähigkeiten ich habe, welches Wissen ich bereits habe und meine persönlichen Eigenschaften.	I decided that the best thing to do (and the fact that we have to do it anyway to pass the module) would be to create an audit of what skills I have, what knowledge I already have, and my personal attributes.		1.0	4.0	0	
dundee	104	1	Welche Fähigkeiten habe ich?	What skills do I have?		1.0	3.0	2	
dundee	104	1	Selbstbewusst in der Arbeit mit Kleinkindern, Heinzelmännchen und Pfadfindern	Confident in working with young children, Brownies and Scouts.		1.0	4.0	2	
dundee	104	1	Gut in der Arbeit in Gruppen, im Gespräch mit Erwachsenen und in neuen Situationen Kreativ, flexibel, gute Selbstdisziplin und gute Computerkenntnisse (besonders beim Bloggen!)	Good at working in groups, talking to adults, and new situations Creative, flexible, good self-discipline, and good computer skills (especially blogging!)		1.0	4.0	2	
dundee	104	1	Welches Wissen habe ich bereits?	What knowledge do I already have?		1.0	3.0	2	
dundee	104	1	Ich bin eine Peer Educator, also habe ich viel Wissen über Gesundheit und Wohlbefinden/	I am a peer educator, so I have a lot of knowledge about health and wellness/		1.0	3.0	3	
dundee	104	1	Aktivitäten rund um diese auch Wissen aus meinem letzten Berufspraktikum - Verhaltensstrategien, Planungstechniken und Selbstvertrauen bei der Übernahme ganzer Klassen	Activities around this also knowledge from my last professional internship - behavioral strategies, planning techniques, and confidence in taking on whole classes		0.0	3.0	0	
dundee	104	1	Ich habe ein Hintergrundwissen über den schottischen Lehrplan	I have a background knowledge of the Scottish curriculum		0.0	3.0	0	
dundee	104	1	Was sind meine persönlichen Eigenschaften	What are my personal qualities		0.0	3.0	0	
dundee	104	1	Ich habe eine Leidenschaft für das Unterrichten und die Arbeit mit Kindern	I have a passion for teaching and working with children		0.0	3.0	0	
dundee	104	1	Ich mag Geschichte, Lesen, Basteln und die Bereitschaft zu reflektieren (auch bekannt als Liebe zum Bloggen)	I enjoy history, reading, crafting, and a willingness to reflect (aka love blogging)		1.0	4.0	1	
dundee	104	1	Ich bin sehr organisiert, wahrscheinlich sogar so organisiert, dass man es als negativ bezeichnen könnte...	I am very organized, probably so organized that it could be considered a negative....		1.0	4.0	2	
dundee	104	1	Nachdem ich all das getan hatte, musste ich darüber nachdenken, was ich aus diesem Praktikum mitnehmen wollte, welche Ziele ich während meiner 6 Wochen erreichen wollte.	After doing all of that, I had to think about what I wanted to take away from this internship, what goals I wanted to accomplish during my 6 weeks.		1.0	3.0	0	
dundee	104	1	Nun, das war relativ einfach.	Well, that was relatively simple.		0.0	3.0	2	
dundee	104	1	Ich möchte mit einem anderen Lehrplan arbeiten (am liebsten mit dem englischen Lehrplan, aber da bin ich nicht wählerisch), ich möchte etwas über private Internatsschulen und staatliche Schulen lernen und den Unterschied zwischen ihnen (falls es einen gibt).	I want to work with a different curriculum (preferably the English curriculum, but I'm not picky about that), I want to learn about private boarding schools and state schools and the difference between them (if there is one).		1.0	3.0	5	
dundee	104	1	Das ist etwas, das mich schon immer interessiert hat, und dies scheint die perfekte Gelegenheit zu sein, es herauszufinden!	This is something I've always been interested in, and this seems like the perfect opportunity to find out!		1.0	4.0	2	
dundee	104	1	Ich möchte alle Aspekte von Schulen kennenlernen, von der Küche bis zum Klassenzimmer.	I want to learn about all aspects of schools, from the kitchen to the classroom.		1.0	3.0	5	
dundee	104	1	Mein Praktikum im letzten Jahr hat mir sehr gut gefallen, ich war in einer kleinen Schule mit etwas mehr als hundert Kindern und es war ein offener Raum, was eine ganz neue Erfahrung für mich war!	I really enjoyed my internship last year, I was in a small school with a little over a hundred kids and it was an open space, which was a whole new experience for me!		1.0	4.0	1	
dundee	104	1	Ich war anfangs sehr besorgt, weil ich ein wenig zierlich bin und dachte, dass ich in einem offenen Raum mit einer Menge Kinder und anderen Lehrern niemals funktionieren würde.	I was very apprehensive at first because I am a little petite and thought I would never be able to function in an open space with a lot of kids and other teachers.		1.0	2.0	3	
dundee	104	1	Sagen wir einfach, dass ich in diesen Wochen meine Stimme (Nebelhorn) gefunden habe und ich bin sehr froh darüber.	Let's just say that I found my voice (foghorn) during those weeks and I am very glad I did.		1.0	4.0	0	
dundee	104	1	Obwohl ich nur 6 Wochen dort war, ging ich zurück, um mit meiner Klasse einen Schulausflug zur Entdeckung zu machen, den die Kinder alle sehr genossen.	Even though I was only there for 6 weeks, I went back to take my class on a field trip to Discovery, which the kids all really enjoyed.		0.0	4.0	0	
dundee	104	1	Ich war noch nie bei der Entdeckung gewesen und habe mich dabei ertappt, wie ich tatsächlich mit den Kindern lernte, was eine gute Lernmöglichkeit für mich war.	I had never been to Discovery before and found myself actually learning with the kids, which was a good learning opportunity for me.		1.0	4.0	0	
dundee	104	1	Mir wurde klar, dass Lehrer vor der Behandlung von Themen recherchieren müssen, damit sie wissen, dass das, was sie unterrichten, richtig ist, und das hatte ich vorher nie wirklich bedacht.	I realized that teachers need to do research before covering topics so they know what they are teaching is correct, and I had never really considered that before.		1.0	3.0	3	
dundee	104	1	Ich habe auch ein paar After School Clubs besucht, um zu sehen, welchen Einfluss diese auf die Kinder in dieser Schule haben.	I also visited a few after school clubs to see the impact they had on the kids in that school.		0.0	3.0	0	
dundee	104	1	Sie liebten sie und die Möglichkeiten, die sie dadurch bekamen.	They loved them and the opportunities it gave them.		0.0	4.0	2	
dundee	104	1	"Besonders der ""Code Club"", bei dem es um das Programmieren von Spielen ging, war eine perfekte Mischung aus Lernen und Spaß."	"The ""Code Club"" in particular, which was all about programming games, was a perfect mix of learning and fun."		0.0	4.0	0	
dundee	104	1	Das einzige Mal, dass mir etwas keinen Spaß gemacht hat, war mein letzter Tag und dass ich gehen musste - das zeigt wohl, wie positiv die Erfahrung für mich war.	The only time I didn't enjoy something was my last day and having to leave - I guess that shows how positive the experience was for me.		1.0	4.0	3	
dundee	104	1	In Anbetracht meines vorherigen Praktikums und meiner Erwartungen an das nächste Praktikum entschied ich mich für eine Privatschule.	Considering my previous placement and my expectations for the next placement, I decided to go to a private school.		1.0	3.0	0	
dundee	104	1	Ich hatte bereits den schottischen Lehrplan an einer staatlichen Schule unterrichtet und wusste, dass es zu meinen Zielen gehörte, in den privaten Bildungsbereich zu gehen.	I had already taught the Scottish curriculum in a state school and knew that going into private education was one of my goals.		1.0	3.0	0	
dundee	104	1	Ich bin also sehr aufgeregt, eine private Vorbereitungsschule für Jungen am Ufer der Themse in Oxfordshire zu besuchen.	So I am very excited to attend a private prep school for boys on the banks of the Thames in Oxfordshire.		0.0	4.0	1	
dundee	104	1	Sie nehmen ihre Schüler ab der 5. Klasse auf und bieten unter der Woche eine Menge Aktivitäten für ihre Internatsschüler an.	They take their students from Year 5 and offer lots of activities during the week for their boarders.		0.0	3.0	0	
dundee	104	1	Ich bin so glücklich, dass ich die Chance habe, mein Praktikum zu machen und kann es ehrlich gesagt kaum erwarten, anzufangen!	I am so happy to have the chance to do my internship and honestly can't wait to get started!		1.0	4.0	1	
dundee	104	1	Ich werde die ganze Zeit über bloggen - also halten Sie sich hier über mein Praktikum auf dem Laufenden.	I'll be blogging the whole time - so keep up with my internship here.		0.0	3.0	5	
dundee	110	1	Craft, Design und Heißklebepistolen	Craft, Design, and Hot Glue Guns.		0.0	3.0	0	
dundee	110	1	Viele Leute, die mich kennen, würden mir zustimmen, dass es nicht unbedingt die sicherste oder sinnvollste Option ist, wenn ich in die Nähe einer Heißklebepistole komme.	Many people who know me would agree that getting anywhere near a hot glue gun isn't necessarily the safest or most sensible option.		1.0	2.0	0	
dundee	110	1	ABER: Am Dienstag durfte ich selbst Hand anlegen, als wir diese...	BUT: On Tuesday, I got to lend a hand myself when we made these....		0.0	3.0	0	
dundee	110	1	Pflanzentöpfe zum Muttertag.	Mother's Day plant pots.		0.0	3.0	0	
dundee	110	1	Richard (unser Tutor) ließ uns im Grunde freie Hand, um zu gestalten, was immer wir wollten, mit der Absicht, dass wir eine Lernabsicht und ein dazugehöriges Erfolgskriterium für Kinder in einem Klassenzimmer erstellen würden.	Richard (our tutor) basically gave us free rein to design whatever we wanted, with the intention that we would create a learning intention and an associated success criterion for kids in a classroom.		0.0	3.0	0	
dundee	110	1	Als erstes entschieden wir uns für die Lernabsicht:	The first thing we decided on was the learning intention:		0.0	3.0	0	
dundee	110	1	Wir lernen den sicheren Umgang mit einer Bügelsäge, um ein Stück Holz in gleiche Längen zu schneiden.	We learn how to safely use a hacksaw to cut a piece of wood into equal lengths.		1.0	3.0	0	
dundee	110	1	Wir begannen dann, auf Pinterest nach Dingen zu suchen, die wir kostengünstig und schnell mit Kindern in einem Klassenzimmer herstellen konnten.	We then started searching on Pinterest for things we could make inexpensively and quickly with kids in a classroom.		0.0	3.0	0	
dundee	110	1	Hier war unsere Inspiration, die wir zu unserer eigenen Idee gemacht haben.	Here was our inspiration, which we turned into our own idea.		0.0	4.0	0	
dundee	110	1	Ein Blumentopf zum Muttertag, den die Kinder mit nach Hause nehmen können.	A Mother's Day flower pot that the kids could take home.		0.0	3.0	0	
dundee	110	1	Damit besprachen wir, wie wir den Kasten herstellen wollten, wer bereits Erfahrung auf diesem Gebiet hatte und wer welche Aufgabe übernehmen wollte.	With that, we discussed how we wanted to make the box, who had previous experience in this area, and who wanted to do what task.		0.0	3.0	0	
dundee	110	1	Teeny und Skye entschieden sich für das Präsentationsblatt und schrieben unsere Erfolgskriterien sowie die Lernabsichten und die anderen Bereiche des Lehrplans auf, die in dieser Aktivität abgedeckt werden.	Teeny and Skye decided on the presentation sheet and wrote down our success criteria as well as the learning intentions and the other areas of the curriculum covered in this activity.		0.0	3.0	0	
dundee	110	1	Unsere Erfolgskriterien waren: Ich kann erfolgreich; eine Bügelsäge sicher halten und benutzen, gleiche Längen von Holz abmessen.	Our success criteria were: I can successfully;		1.0	3.0	0	
dundee	110	1	Nach einigem Nachdenken wurde uns klar, dass wir eigentlich mehr grundlegende Erfolgskriterien hätten haben sollen, denen die Kinder leicht folgen konnten, aber man kann ja nur lernen!	After some reflection, we realized that we should have had more basic success criteria that the kids could easily follow, but all you can do is learn!		1.0	2.0	0	
dundee	110	1	Währenddessen haben Jess und Grace unsere Holzstücke auf fantastische Art und Weise gesägt.	Meanwhile, Jess and Grace did a fantastic job of sawing our pieces of wood.		0.0	5.0	0	
dundee	110	1	Sie mussten alle gleich lang sein, damit die Kiste eine richtige Form bekam, also hatten sie eine schwierigere Aufgabe, wenn man das bedenkt.	They all had to be the same length to give the box a proper shape, so they had a more difficult task, considering.		0.0	3.0	0	
dundee	110	1	Wenn ich mit Kindern arbeite, würde ich mir wünschen, dass sie bereits mit mir über die Sicherheit bei der Verwendung einer Junior-Bügelsäge gesprochen haben und in der Lage sind, mit einem Lineal richtig zu messen und zu verstehen, warum sie das tun.	When working with kids, I would want them to have already talked to me about safety when using a junior hacksaw and be able to measure properly with a ruler and understand why they are doing it.		1.0	3.0	0	
dundee	110	1	Es braucht ziemlich viel Übung, um eine Junior-Bügelsäge richtig zu benutzen, also wäre dies eine gute Übungsaktivität.	It takes quite a bit of practice to use a junior hacksaw properly, so this would be a good practice activity.		1.0	4.0	0	
dundee	110	1	Nachdem dies erledigt war, schleiften wir die Holzstücke ab und begannen, sie mit einer Heißklebepistole zusammenzukleben.	Once that was done, we sanded down the wood pieces and started gluing them together with a hot glue gun.		0.0	3.0	0	
dundee	110	1	Dieser Teil könnte fast eine weitere Lektion über Handwerk und Design sein, je nachdem, wie lange die Kinder für die einzelnen Teile der Schachtelherstellung brauchen.	This part could almost be another lesson on craft and design, depending on how long it takes the kids to make each part of the box.		0.0	3.0	3	
dundee	110	1	Allerdings ist die Verwendung einer Heißklebepistole wieder etwas, das ich mit den Kindern nicht ohne vorherige Sicherheitseinweisung machen würde.	However, using a hot glue gun is again something I wouldn't do with the kids without safety instruction first.		1.0	3.0	2	
dundee	110	1	Bei all der Aufregung, die ich und Teeny mit der Heißklebepistole und dem Schmirgelpapier hatten, waren Kathleen und Megan damit beschäftigt, unsere vorgetäuschte Blume nur für die Show zu machen.	With all the excitement me and Teeny had with the hot glue gun and sandpaper, Kathleen and Megan were busy making our pretend flower just for show.		0.0	3.0	1	
dundee	110	1	Obwohl, wenn ich so etwas in einem Cimagelass machen würde, wäre es naheliegend, eine echte Pflanze zu verwenden und nicht eine aus Holz.	Although, if I were to do something like this in a Cimagelass, the obvious choice would be to use a real plant and not one made of wood.		0.0	3.0	3	
dundee	110	1	Wir hatten diese Option nicht zur Verfügung, also mussten wir praktisch sein und haben stattdessen einfach eine Pflanze gebastelt.	We didn't have that option available, so we had to be practical and just made a plant instead.		0.0	3.0	3	
dundee	110	1	Die Verwendung einer echten Pflanze würde die Kinder dazu bringen, über Naturwissenschaften nachzudenken, den Lebenszyklus einer Pflanze, verschiedene Arten von Blumen und Gartenarbeit zu betrachten, um nur ein paar Beispiele zu nennen.	Using a real plant would get the kids thinking about science, looking at the life cycle of a plant, different types of flowers, and gardening, just to name a few examples.		1.0	4.0	3	
dundee	110	1	Das haben wir also alles gemacht, aber was haben wir dabei eigentlich gelernt?	So we did all that, but what did we actually learn in the process?		1.0	3.0	2	
dundee	110	1	Nun, wir lernten etwas über die Sicherheit im Klassenzimmer und warum es wichtig ist, den Kindern die Sicherheit im Vorfeld beizubringen.	Well, we learned about classroom safety and why it's important to teach kids about safety ahead of time.		1.0	3.0	0	
dundee	110	1	Ich habe auch bemerkt, dass alle Dinge, die wir im Raum benutzt haben, für uns leicht verfügbar sind, in einem Klassenzimmer sind sie es vielleicht nicht und man muss vielleicht etwas von zu Hause mitbringen (wie eine Heißklebepistole) oder sogar in die Geschäfte gehen und sein eigenes Geld dafür ausgeben.	I also noticed that all the things we used in the room were readily available to us, in a classroom they might not be and you might have to bring something from home (like a hot glue gun) or even go to the stores and spend your own money on it.		1.0	3.0	0	
dundee	110	1	Die Zusammenarbeit war für uns enorm wichtig.	Collaboration was huge for us.		0.0	4.0	2	
