coll_lecture	collection	text	s_id	sentence	english	options gibbs	new gibbs
swp	5	15	3	"In solchen Projekten kann es leicht vorkommen, dass man am Anfang die Ziele nicht genau setzt und in eine ""ich arbeite einfach mal mit X"" Arbeitsweise verfällt und dann erst am Ende merkt, dass man kein genaues Ziel verfolgt hat und somit auch kein genaues Ergebnis hat."	"In such projects it can easily happen that you don't set the goals exactly at the beginning and fall into a ""I'll just work with X"" way of working and then only realize at the end that you haven't pursued an exact goal and therefore don't have an exact result."	3	3
swp	5	15	4	Im Nachhinein daraus etwas zu bauen statt von Anfang an klar zu wissen , worauf man hinarbeitet ist viel anstrengender.	To build something from it afterwards instead of knowing clearly from the beginning what you are working towards is much more exhausting.	2022-03-02 00:00:00	3
swp	5	15	5	Gleichzeitig kommt es dabei zumindest bei mir eher dazu, dass ich Arbeit aufschiebe, was natürlich nicht förderlich ist.	At the same time, at least for me, I tend to postpone work, which of course is not conducive.	0	0
swp	5	15	6	Wenn man jedoch diese Strukturierung hat und schon vor der Deadline quasi fertig ist und nurnoch kleinere Dinge tweaken muss, dann ist das eine sowohl angenehmere Erfahrung, und gleichzeitig auch das Ergebnis besser.  In Zukunft ist es also wichtig genau am Anfang für diese Strukturierung zu sorgen und sich dann an diese zu halten bzw. Zu orientieren (am ende des Tages wird man aber natüblich immer Dinge anpassen müssen)  Alle diese Erfahrungen werden nochmal komplizierter, wenn man in Gruppen arbeitet, die Koordination ist hierbei von anderen abhängig, gleichzeitig lernt man hier aber genaue die teamfähigkeit, die später benötigt wird	However, if you have this structure and you are almost finished before the deadline and only have to tweak minor things, then it is a more pleasant experience and at the same time the result is better.  So in the future it is important to provide this structure at the beginning and then to stick to it (at the end of the day you will always have to adjust things) All these experiences become more complicated when you work in groups, the coordination is dependent on others, but at the same time you learn the teamwork skills that will be needed later on.	2/3/5/	3
swp	5	16	0	Mein aktuelles Projekt ist über den speziellen Rythmus von Bienen.	My current project is about the special rhythm of bees.	0	0
swp	5	16	1	Da es vor allem über die Visualisierung von den bisher gemachten Analysen geht, ist es schwer für mich zu sagen, welche Technologien bisher eingesetzt wurden.	Since it is mainly about the visualization of the analyses made so far, it is hard for me to say which technologies have been used so far.	0	0
swp	5	16	2	An sich kann man sicherlich bedenken haben, dass die Bienen anhand anglekbter mini Codes getrackt werden und ob das für sie einschränkend wirkt.	In itself, one can certainly be concerned that the bees are tracked by means of angled mini codes and whether this is restrictive for them.	3	3
swp	5	16	3	Soweit ich das beurteilen kann wirkt das jedoch für das Tier ertragbar.	However, as far as I can tell, it seems tolerable for the animal.	2	2
swp	5	16	4	Ich denke es ist eine Bereicherung das Verhalten von Bienen weiter zu erforschen, da gerade in Zeiten von Artensterben es wertvoll ist viel über eine Art zu wissen um diese möglichst gut schützen zu können.	I think it is an enrichment to further research the behavior of bees, because especially in times of species extinction it is valuable to know a lot about a species to be able to protect it as well as possible.	3	3
swp	5	16	5	Wenn man durch die Forschung auch merkt wie komplex deren Lebensweise ist, hilft das sicher die Existenz und Wichtigkeit der Biene mehr wertzuschätzen.	If one realizes through the research how complex their way of life is, it certainly helps to appreciate the existence and importance of the bee more.	2022-04-03 00:00:00	3
swp	5	17	0	Zukünftig könnte ähnliche Technologie auch eingesetzt werden, um Kommunikation komplexerer Organismen als Bienen zu überwachen/vorherzusagen, bspw. Menschen, die zwar nicht in Richtung einer Nahrungsquelle tanzen, aber teils auch wild gestikulieren, um Informationen zu vermitteln.	In the future, similar technology could also be used to monitor/predict communication of more complex organisms than bees, e.g., humans who do not dance in the direction of a food source but sometimes gesture wildly to convey information.	3	3
swp	5	17	1	Dies würde ermöglichen, einzig durch Kameraüberwachung die Privatssphäre von Menschen massiv einzuschränken.	This would make it possible to massively restrict people's privacy solely through camera surveillance.	3	3
swp	5	18	0	Meine Bachelorarbeit war Teil eines Projekts, welches unter anderem die Sortierung von Kleidungsstücke in Sortieranlagen effizienter machen soll.	My bachelor thesis was part of a project to make the sorting of garments in sorting plants more efficient, among other things.	0	0
swp	5	18	1	Insbesondere ging es darum, das Recycling von Secondhand-Kleidung zu verbessern.	In particular, it was about improving the recycling of second-hand clothing.	0	0
swp	5	18	2	Da die Kleidungsindustrie eine enorme Größe hat und stark zum Klimawandel beiträgt, würde ein besseres Recycling stark bei der Bekämpfung des Klimawandels helfen.	Since the garment industry is huge in size and contributes greatly to climate change, better recycling would greatly help in the fight against climate change.	3	3
swp	5	18	3	Dieses Projekt ist allerdings davon abhängig, dass Kleidung so gestaltet wird, dass sie gut recycelt werden kann, das heißt entweder wiederverwendet oder in nutzbare Rohstoffe umgewandelt.	However, this project is dependent on making clothing so that it can be recycled well, that is, either reused or turned into usable raw materials.	0	0
swp	5	18	4	Ich würde daher, wenn ich in dem Unternehmen arbeiten würde, eng mit Kleidungsherstellern zusammenarbeiten wollen, um bereits bei dem Design und bei der Herstellung von Kleidungsstücken auf die Wiederverwendbarkeit zu achten.	Therefore, if I were to work at the company, I would want to work closely with garment manufacturers to consider recyclability right from the design and manufacturing stages of garments.	4	4
swp	5	18	5	Tatsächlich tut das Unternehmen, das hauptsächlich an dem Projekt arbeitet, genau dies.	In fact, the company that is mainly working on the project is doing just that.	0	0
swp	5	19	0	Das Projekt findet seinen Anwendungsbereich vor allem im Hochschulbereich, wo es darauf abzielt, den Anstieg der Zahl der Studienabbrecher einzudämmen.	The project's main application is in higher education, where it aims to curb the rise in dropouts.	0	0
swp	5	19	1	Die Akzeptanz von Technologie ist immer ein Problem, und unser Ziel ist es, Vertrauen zu schaffen.	Acceptance of technology is always an issue, and our goal is to build trust.	3	3
swp	5	19	2	Die typische ethische Schönfärberei kann die Menschen, die sie benutzen, zufrieden stellen, aber es gibt immer etwas, das nicht in Ordnung ist.	The typical ethical gloss may satisfy the people who use it, but there is always something wrong.	3	3
swp	5	19	3	Daher ist das Ziel, ein vertrauenswürdiges Modell zu schaffen.	Therefore, the goal is to create a trustworthy model.	4	4
swp	5	20	0	Mein Projekt : Reflective sentences  Ethische Sicht :	My project : Reflective sentences Ethical view :	0	0
swp	5	20	1	Dient dafür, in der Bildung mithilfe von Reflexion zu besseren Ergebnissen zu führen, daher positiv.	Serves to lead to better results in education with the help of reflection, therefore positive.	2	2
swp	5	20	2	Negative Ethische Aspekte fallen mir jetzt gerade nicht ein.	I can't think of any negative ethical aspects right now.	0	0
swp	5	20	3	Eine schlecht implizierte Version könnte dafür sorgen, dass es nicht effektiv ist, aber dann ist es auch nicht schlimmer, als wenn es das garnicht geben würde.  Auswirkung auf die Gesellschafft positiv, da sie der Bildung hilft und Bildung positiv ist	A badly implied version could make it not effective, but then it is not worse than if it did not exist.  Impact on society positive, as it helps education and education is positive.	3	3
swp	5	21	0	Möglicher Einsatz des fertig gestellten Projektes ist eine übersicht, wo die Bienen ihren Nektar aufsammeln.	Possible use of the completed project is an overview of where the bees collect their nectar.	0	0
swp	5	21	1	Vielleicht könnte es genutzt werden, um eine effektive Bestäubung von Nutzpflanzen zu ermöglichen oder genauer fest zustellen  wie der Honig entstanden ist.	Perhaps it could be used to enable effective pollination of crops or to determine more precisely how honey is produced.	3	3
swp	5	21	2	Ersteres könnte sich positiv auf die Versorgung von Nahrungsmitteln in der Welt auswirken und sollte nur begrenzte Negative Folgen besitzen.	The former could have a positive impact on the world's food supply and should have limited negative consequences.	3	3
swp	5	21	3	Letzteres kann positiv für den Endverbraucher seien, da er eine genauere Auskunft über sein gekauftes Produkt bekommt.	The latter can be positive for the end consumer, since he gets a more exact information about his bought product.		3
swp	5	21	4	Abschließend gehe ich von aus, dass das Projekt keine bis vernachlässigbare negative Auswirkungen haben sollte.	In conclusion, I believe that the project should have no to negligible negative impact.	4	4
swp	5	22	0	Unsere Methoden dienen zur Erkennung von reflektiven Elementen in Sätzen.	Our methods are used to detect reflective elements in sentences.	0	0
swp	5	22	1	Sie können dafür eingesetzt werden, in großem Stil Texte zu analysieren.	They can be used to analyze texts on a large scale.	3	3
swp	5	22	2	Solche Methoden haben oft auch gewisse Risiken, da sie von Institutionen eingesetzt werden können um Profile von Nutzern anlegen.	Such methods often have some risks as well, since they can be used by institutions to profile users.	3	3
swp	5	22	3	Jedoch denke ich, dass unsere Methoden wahrscheinlich nicht für diesen Zweck genügen werden, da sie eventuell nicht genug über Personen preisgeben und lediglich verschiedene Stufen der Reflektion analysiert.	However, I think that our methods will probably not suffice for this purpose, as they may not reveal enough about individuals and only analyze different levels of reflection.	2022-03-02 00:00:00	3
swp	5	22	4	Generell ist der Umgang mit einer solchen Technologie aber Imstande, Texte auf alle möglichen arten und weisen zu klassifizieren und Menschen danach einzuordnen.	In general, however, the use of such technology is capable of classifying texts in all kinds of ways and classifying people according to them.	0	0
swp	5	23	0	Computer Vision ist schon immer ein großes Thema gewesen an dem viele Parteien interessiert sind.	Computer vision has always been a big topic in which many parties are interested.	0	0
swp	5	23	1	Aktuell nutzen wir in unseren Projekt sie nur um Tiere zu erkennen, jedoch ist die Vorstellung das z.B. für andere Objekte oder Menschen zu benutzen nicht weit.	Currently we use it in our project only to recognize animals, but the idea of using it for other objects or people is not far away.	0	0
swp	5	23	2	Teilweise wird dies sogar heute schon gemacht.	In some cases this is already being done today.	0	0
swp	5	23	3	Es ist wichtig darüber nachzudenken ob und wie man diese Technologie einsetzen möchte.	It is important to think about if and how you want to use this technology.	2	2
swp	5	23	4	"Darf ein Unternehmen Menschen ohne ihr Einverständnis ""verfolgen""?"	"Can a company ""track"" people without their consent?"	3	3
swp	5	23	5	Schon in der Vergangenheit wurden Versuche unternommen solche Algorithmen zu verwenden um z.B. angebliche Straftäter festzusetzen.	Already in the past, attempts were made to use such algorithms to arrest alleged criminals.	0	0
swp	5	23	6	Das Problem daran ist das automatische Programme (bisher) kein moralisches Verständnis haben.	The problem is that automatic programs (so far) have no moral understanding.	3	3
swp	5	23	7	Jede Person kann getrackt werden.	Every person can be tracked.	0	0
swp	5	23	8	Diese Datenquellen lassen sich dann auch von Anderen auswerten um z.B. Rückschlüsse über sehr private Dinge zu ziehen.	These data sources can be used by others to draw conclusions about very private things.	3	3
swp	5	23	9	Genauso kann sie auch Fehler enthalten die dann zu Problemen führen. z.B. wenn die verfolgte Person verwechselt wird mit jemand Anderen und nun die falsche Person verfolgt wird.	It can also contain errors that can lead to problems, e.g. if the person being tracked is confused with someone else and the wrong person is being tracked.	3	3
swp	5	23	10	Um solche etwaigen Fehler zu verhindern kann es sinnvoll sein sehr regelmäßig und sehr detailliert seine Daten zu kontrollieren und zu schauen wie sich das Programm verhält.	To prevent such errors, it can be useful to check your data very regularly and in detail and see how the program behaves.	2022-04-03 00:00:00	3
swp	5	23	11	Es bräuchte strikte Kontrollen und Protokolle darüber wer wann wofür diese Technologien einsetzt.	There would need to be strict controls and protocols about who uses these technologies and when.	3	3
swp	5	23	12	Generell würde ich jedoch nie in einen Unternehmen arbeiten, welches Menschen trackt, da es vielen Punkten meinen moralischen Grundsätzen widerspricht.	In general, however, I would never work for a company that tracks people, as it goes against many of my moral principles.	3	3
swp	5	24	0	Ich arbeite an einer Klassifizierung von Reflexionssätzen von Schülern aus dem KI-Bildungsmodell.	I am working on a classification of student reflection sentences from the AI education model.	0	0
swp	5	24	1	In Zukunft kann dies dazu verwendet werden, die Schüler in die jeweilige Stufe einzuordnen.	In the future, this can be used to classify students into the appropriate level.	5	5
swp	5	24	2	Daher kann es als Beurteilungsinstrument verwendet werden, das über den ursprünglichen Ansatz hinausgeht, die Bildungserfahrungen der Schüler und ihre Eigenschaften zu verstehen.	Therefore, it can be used as an assessment tool that goes beyond the original approach of understanding students' educational experiences and characteristics.	2022-04-03 00:00:00	4
swp	5	24	3	Wenn ein Unternehmen diese Methode anwendet, ohne sich über die Natur des Instruments im Klaren zu sein, werden einige Studenten als nicht geeignet für bestimmte Kurse angesehen, die schnelles Lernen erfordern, aber die Sätze, die sie in den Reflexionsbericht geschrieben haben, zeigen, dass sie nicht für die Kurse geeignet sind.	If a company uses this method without being clear about the nature of the instrument, some students will be considered not suitable for certain courses that require fast learning, but the sentences they wrote in the reflection report show that they are not suitable for the courses.	3	3
swp	5	24	4	Mit anderen Worten, um dieses Instrument zu nutzen, muss ein Konsens über die Art und Weise der Implementierung dieses Instruments und das Verständnis für die Natur des Instruments bestehen.	In other words, in order to use this tool, there needs to be consensus on how to implement this tool and an understanding of the nature of the tool.	3	3
swp	5	25	0	Eine mögliche Anwendung wäre, dass Robo-Fische zu Alpha-Schwarm-Fischen aufsteigen, sodass man Fischschwärme nicht mehr mit Booten fischen muss, sondern die Fische von selbst ins Netz gehen.	One possible application would be to have robo-fish rise to alpha school fish, so that you don't have to fish schools of fish with boats, but the fish go into the net on their own.	3	3
swp	5	25	1	Man könnte somit einen nachhaltigen Fischfang organisieren.	One could thus organize sustainable fishing.	2022-04-03 00:00:00	4
swp	5	25	2	Ethisch ist das einwandfrei, denn Europa und andere Kontinente leiden an Fischmangel.	Ethically, this is flawless, because Europe and other continents are suffering from fish shortages.	3	3
swp	5	25	3	Schiffe verbrennen oft Heizöl, das ist das schädlichste und minderwertigste Erdölprodukt.	Ships often burn fuel oil, which is the most harmful and inferior petroleum product.	3	3
swp	5	25	4	Jedes eingesparte Schiff ist somit ein Segen für das Klima.	Every ship saved is therefore a blessing for the climate.	4	4
swp	5	25	5	Ein Nachteil wäre, wenn der Alpha-Fisch gehackt werden würde und dann z.B. alle Fischschwärme der Erde nach Russland oder so schwimmen.	A disadvantage would be if the alpha fish would be chopped and then, for example, all fish shoals of the earth swim to Russia or so.	3	3
swp	5	25	6	Dann entsteht eine Hungerkrise.	Then there would be a starvation crisis.	4	4
swp	5	25	7	Ein weiterer Nachteil ist, dass solche Technologie vermutlich weniger in arme Länder exportiert wird (z.B. in Afrika).	Another disadvantage is that such technology is probably less exported to poor countries (e.g. in Africa).	3	3
swp	5	25	8	Und diese Länder u.u. anfangen an Fischmangel zu leiden.	And these countries may start to suffer from fish shortages.	3	3
swp	5	25	9	Dieses Technologie-Transfer-Problem löst sich vermutlich allerdings mit der Zeit von allein, da Wissen durchsickert.	However, this technology transfer problem will probably solve itself over time, as knowledge seeps through.	3	3
swp	5	25	10	Zumindest kann man das anhand der Menschheitsgeschichte so deuten.	At least one can interpret it that way on the basis of human history.	3	3
swp	5	25	11	Aber in kurzfristiger Betrachtung können Machtstrukturen im Lebensmittelsektor entstehen.	But in the short term, power structures can emerge in the food sector.	3	3
swp	5	25	12	Dagegen kann man, meiner Meinung nach, nur mit Unternehmensbeteiligungen ankommen.	In my opinion, the only way to combat this is through corporate participation.	3	3
swp	5	26	0	Das Projekt woran ich arbeite ist das Projekt zur Klassifizierung der Reflexionsstufen von Sätzen mithilfe des Gibbs cycles.	The project I am working on is the project to classify the reflection levels of sentences using the Gibbs cycle.	0	0
swp	5	26	1	Generell kann z.B. Selbstreflexion sehr wichtig sein, um vielleicht im Nachhinein genau zu verstehen warum man etwas gerade so gemacht hat.	In general, for example, self-reflection can be very important, perhaps to understand in retrospect exactly why you did something just like that.	2	2
swp	5	26	2	In der Zukunft kann diese Technologie verwendet werden, um zum Beispiel den Lernfortschritt zu reflektieren.	In the future, this technology can be used, for example, to reflect on learning progress.	3	3
swp	5	26	3	Z.B. können also Lehrer die Texte von Schülern damit analysieren und dann vielleicht erkennen, wie diese Schüler ihre Lernweise verändern sollten oder ob sie schon effizient lernen.	For example, teachers can use it to analyze students' texts and then perhaps see how these students should change their learning or whether they are already learning efficiently.	3	3
swp	5	26	4	Die ethische Seite der Nutzung ist wahrscheinlich dass bei falscher Klassifizierung der Reflexionsstufe die gewollte Analyse des Textes falsch sein könnte und daraus falsche Schlüsse gezogen werden könnten.	The ethical side of using it is probably that if the reflection level is wrongly classified, the intended analysis of the text could be wrong and wrong conclusions could be drawn from it.	3	3
swp	5	26	5	Das Modell das am Ende dafür produziert wird, könnte also Menschen bei der Reflexion helfen.	So the model that is produced at the end for this could help people to reflect.	3	3
swp	5	26	6	Dadurch könnte zum Beispiel die Lernweise von Ihnen effizienter werden.	This could, for example, make the way you learn more efficient.	3	3
swp	5	26	7	Das einzig Schlechte was ich mir vorstellen kann das passieren könnte	The only bad thing that I can imagine that could happen	3	3
swp	5	26	8	ist, dass eine falsche Reflexion an eine Person gegeben wird und diese dann ihr Verhalten nicht richtig verarbeiten kann.	is that a wrong reflection is given to a person and then they can't process their behavior properly.	3	3
swp	5	27	0	Mein Hauptinteresse gilt dem Verständnis des Gruppenverhaltens und der Frage, wie die umfangreichen und zahlreichen Interaktionsdynamiken unser Verhalten und damit das Verhalten der gesamten Gesellschaft beeinflussen.	My main interest is in understanding group behavior and how the extensive and numerous interaction dynamics affect our behavior and thus the behavior of society as a whole.	1	1
swp	5	27	1	Als Informatikerin wende ich dazu maschinelles Lernen, Robotik und andere coole Werkzeuge aus der Informatik auf die Untersuchung des Verhaltens von Modellorganismen wie Bienen und Fischen an.	As a computer scientist, I do this by applying machine learning, robotics, and other cool tools from computer science to the study of the behavior of model organisms like bees and fish.	0	0
swp	5	27	2	Diese kleinen Tiere sind viel einfacher zu beobachten und zu manipulieren, und es gibt viel weniger Probleme bei der Beschaffung von Daten oder der ethischen Freigabe.  Aber ich möchte immer noch menschliches Verhalten studieren, und ich glaube, dass die Technologie, die wir hier entwickeln, die Art und Weise, wie Menschen interagieren, erheblich beeinflussen kann.	These small animals are much easier to observe and manipulate, and there are far fewer problems with obtaining data or ethical clearance.  But I still want to study human behavior, and I think the technology that we're developing here can significantly impact the way humans interact.	3	3
swp	5	27	3	Ich meine, ähnliche Technologien tun das doch schon, oder?	I mean, similar technologies are already doing that, right?	0	0
swp	5	27	4	"Die Apps, die wir auf unseren Telefonen verwenden, modulieren bereits unser Verhalten, man denke nur an den ""Smartphone-Hals""."	"The apps we use on our phones are already modulating our behavior, think ""smartphone neck."""	3	3
swp	5	27	5	Aber es geht nicht nur um die Art und Weise, wie wir uns verhalten, sondern auch um die Art und Weise, wie wir interagieren und die Inhalte, die wir teilen.	But it's not just about how we behave, it's about how we interact and the content we share.	3	3
swp	5	27	6	Lassen Sie uns die Forschung, die wir an Fischen oder Bienen betreiben, auf den Menschen übertragen.	Let's take the research we do on fish or bees and apply it to humans.	0	0
swp	5	27	7	Ich würde zunächst das individuelle und kollektive Verhalten des Menschen beschreiben.	I would first describe the individual and collective behavior of humans.	3	3
swp	5	27	8	Was kann eine Maschine sehen, was wir tun (auf der Grundlage der Sensoren, zu denen wir Zugang haben)?	What can a machine see that we do (based on the sensors we have access to)?	0	0
swp	5	27	9	Können wir Verhaltensmuster, Korrelationen und kausale Zusammenhänge erkennen?	Can we see patterns of behavior, correlations, and causal relationships?	3	3
swp	5	27	10	Das ist es übrigens, was die großen Technologieunternehmen bereits tun (und was wir nicht können).	That, by the way, is what the big tech companies are already doing (and what we can't).	0	0
swp	5	27	11	Der nächste Schritt besteht darin, ein Modell zu erstellen, wie das Verhalten des Einzelnen das Verhalten der Gruppe beeinflusst.	The next step is to model how the behavior of the individual affects the behavior of the group.	5	5
swp	5	27	12	Welche Handlungen eines einzelnen Individuums führen unter welchen Bedingungen zu welchem Gruppenergebnis?	Which actions of a single individual lead to which group outcome under which conditions?	3	3
swp	5	27	13	Das ist der Punkt, an dem es aufgrund der Kombinatorik und der Nichtlinearität des Systems schwierig wird.	This is where it gets tricky because of the combinatorics and nonlinearity of the system.	3	3
swp	5	27	14	Ich denke jedoch, dass wir die Menschheit am besten verstehen können, wenn wir autonome Agenten, virtuelle und physische Agenten (Roboter!), von Gleichgewichtszuständen wegbringen und sehen, wie sich die Dynamik entwickelt.	However, I think we can best understand humanity by moving autonomous agents, virtual and physical (robots!), away from equilibrium states and seeing how the dynamics evolve.	3	3
swp	5	27	15	"Durch diese Interaktionen kann eine KI ein besseres Modell des Systems erlernen, und ich denke, dass wir im Internet mit Bots und allem, was dazugehört, kurz davor stehen (auch wenn ich nicht glaube, dass hinter den Bots nicht-menschliche ""Absichten"" stecken)."	"Through these interactions, an AI can learn a better model of the system, and I think we're close to that on the Internet with bots and all (although I don't think there are non-human ""intentions"" behind the bots)."	3	3
swp	5	27	16	Etwas weiter in der Zukunft sehe ich keinen Grund, warum wir keine Roboter haben sollten, die mit Menschen interagieren, um etwas über uns zu lernen.	A little further into the future, I see no reason why we shouldn't have robots interacting with humans to learn about us.	3	3
swp	5	27	17	Ich meine, ja, es gibt ethische Fragen, haufenweise.	I mean, yes, there are ethical issues, heaps of them.	0	0
swp	5	27	18	Aber jetzt muss ich gehen.	But now I have to go.	5	5
swp	5	27	19	Bitte lösen Sie die ethischen Probleme, ich werde Roboter bauen, die Menschen manipulieren, um sie besser kennen zu lernen.	Please solve the ethical issues, I'm going to build robots that manipulate people to get to know them better.	5	5
swp	5	27	20	Es muss doch eine gewisse Arbeitsteilung geben, oder?	There has to be some division of labor, right?	0	0
swp	5	27	21	Ciao	Ciao	0	0
swp	5	27	22	ciao.	ciao.	0	0
swp	5	28	0	Universitätsprojekt	University project	0	0
swp	5	28	1	Thema: Anwesenheitssystem mit Gesichtserkennung	Subject: Attendance system with face recognition	0	0
swp	5	28	2	Beschreibung: Das Projekt wurde innerhalb der vorgegebenen Frist erfolgreich abgeschlossen, aber am Rande ging es drunter und drüber	Description: The project was successfully completed within the given deadline, but things went haywire on the sidelines	0/1/2/	0
swp	5	28	3	Gefühl: Eine ständige Überwachung der Teammitglieder ist erforderlich.	Sentiment: constant monitoring of team members is required.	0	0
swp	5	28	4	Bewertung: Gut: Es gab mehrere Metriken zur Analyse des Projektfortschritts    Schlecht:	Rating: Good: There were several metrics to analyze the progress of the project Bad:	0	0
swp	5	28	5	Die Metriken waren zu allgemein und nicht auf die Projekte abgestimmt.	Metrics were too general and not aligned with projects.	2	2
swp	5	28	6	Analyse: Die Teammitglieder müssen ihre Verantwortung übernehmen, sonst geht alles den Bach runter.	Analysis: Team members need to take ownership of their responsibilities or everything will go down the drain.	2022-04-03 00:00:00	4
swp	5	28	7	Schlussfolgerung: Erstellen Sie einen geeigneten Plan auf agile Weise.	Conclusion: create an appropriate plan in an agile way.	5	5
swp	5	28	8	Aktionsplan: Klare Definition der Agenda und Ausarbeitung des Plans für das gesamte Projekt auf hohem Niveau	Action Plan: Clearly define the agenda and develop the plan for the whole project at a high level.	5	5
swp	5	29	0	Ich mache das NLP über reflektierende Sätze, und mag dieses, weil es die Art von ML-Modell ist.	I do the NLP on reflective sentences, and like this one because it is the kind of ML model.	0/1	1
swp	5	30	0	Während meines Bachelorstudiums habe ich ein Projekt zum Thema Erntemanagement durchgeführt, und das ist bis jetzt eines meiner Lieblingsprojekte, weil ich dabei etwas über Gruppenkoordination und auch über die technischen Aspekte der Arbeit gelernt habe.	During my undergraduate studies, I did a project on harvest management, and it is one of my favorite projects so far because it taught me about group coordination and also about the technical aspects of the work.	2022-03-01 00:00:00	3
swp	5	31	0	Dies kann genutzt werden, um die Schwierigkeiten und Inhalte der Vorlesung/des Projekts durch den Betreuer anzupassen.	This can be used to adjust the difficulty and content of the lecture/project by the supervisor.	3	3
swp	5	31	1	Wenn sie herausgefunden haben, dass die Studenten, die die Arbeit bereits gemacht haben, im Allgemeinen nicht zufrieden waren, dann ist es besser, eine Überarbeitung vorzunehmen	If they found out that the students who have already done the work were generally not satisfied, then it is better to make a revision	3	3
swp	5	32	0	Da die Landwirtschaft der wichtigste Bereich in meinem Land ist, ist Automatisierung ein Muss.	Since agriculture is the most important field in my country, automation is a must.	3	3
swp	5	32	1	Daher wäre eine Erweiterung dieses Projekts sehr hilfreich	Therefore, an extension of this project would be very helpful	4	4
swp	5	33	0	Die zirkadiane Aktivität der Bienen ist in der Industrie nicht sehr verbreitet.	Circadian activity of bees is not very common in the industry.	0/2	2
swp	5	33	1	Aber als Forschungsperspektive kann sie nur Einblicke in die Bienen geben, sondern auch ein klares Verständnis der Natur vermitteln.  Nachdem man das Verhalten der Bienen verstanden hat, besteht die Möglichkeit, mehr Honig zu gewinnen, was gut für die finanzielle Versorgung ist, aber es führt zu einer Störung der natürlichen Produktionsweise, was zu einem ethischen Dilemma oder Bedenken führt.	But as a research perspective, it can not only provide insight into bees, but also give a clear understanding of nature.  After understanding the behavior of bees, there is a possibility of obtaining more honey, which is good for financial supply, but it leads to a disruption of the natural mode of production, which leads to an ethical dilemma or concern.	3	3
swp	5	33	2	Es muss entsprechend überwacht werden, ohne das natürliche Gleichgewicht des Bienenlebensraums zu stören.	It must be monitored appropriately without disturbing the natural balance of the bee habitat.	3	3
swp	5	34	0	Die Aufgabenteilung und die Bereitstellung des Leitfadens hätten besser organisiert werden können.	The division of tasks and the provision of the guide could have been better organized.	4	4
swp	5	34	1	Wahrscheinlich liegt es an der Plattform, dass wir Mattermost verwenden, die nicht immer überprüft wird, außer ich tue es für dieses Projekt.	It is probably because of the platform that we use Mattermost, which is not always reviewed unless I do it for this project.	3	3
swp	5	35	0	In der ersten Phase des Projekts haben wir die Daten gelabelt.	In the first phase of the project, we labeled the data.	0	0
swp	5	35	1	Die Daten in die verschiedenen Reflexionsstufen zu unterteilen war nicht einfach.	Dividing the data into the different levels of reflection was not easy.	2	2
swp	5	35	2	Das wär der Fall verschiedene Personen unterschiedliche Ansichten hatten, welche Stufen vom Gibbs cycle in einem Satz vorkommen.	That would be the case different people had different views on which stages of the Gibbs cycle occurred in a sentence.	0	0
swp	5	35	3	Beim vergleichen gab es dabei Diskussionen, welche die Zeit des labelings deutlich verlängert haben.	When comparing the data, there were discussions, which extended the time of labeling significantly.	0	0
swp	5	35	4	Außerdem war auch ein Problem, dass manche Gruppenmitglieder nicht mit ihrem Teil bis zur Deadline fertig geworden sind.	In addition, it was also a problem that some group members did not finish their part by the deadline.	0	0
swp	5	35	5	Ein Mitglied hat den Kurs außerdem verlassen.	One member also left the course.	0	0
swp	5	35	6	Bis zur Abschlusspräsentation können wir jetzt mit den fertig gelabelten Daten arbeiten, also Models erstellen, Hyperparameter tunen und die Models dann evaluieren.	Until the final presentation, we can now work with the final labeled data, i.e. create models, tune hyperparameters and then evaluate the models.	0	0
swp	5	36	0	Da die Mitarbeiter unterschiedliche Vorstellungen hatten, war es schwierig, die Aufgaben zu koordinieren und zu verwalten.	Since the collaborators had different ideas, it was difficult to coordinate and manage the tasks.	0/1/2/	1
swp	5	37	0	Die erste Phase ist soweit gut verlaufen, jedoch könnte man sicher das Zeitmanagement etwas verbessern.	The first phase has gone well so far, but time management could certainly be improved a bit.	2022-03-02 00:00:00	3
swp	5	37	1	Eine der größten Schwierigkeiten war die mittelmäßige Dokumentation unserer Vorgänger, welche die Einarbeitung erschwert hat, allerdings sollten wir jetzt startklar sein.	One of the biggest difficulties was the mediocre documentation of our predecessors, which made it difficult to get up to speed, but we should be ready to go now.	2022-04-02 00:00:00	2
swp	5	38	0	In den letzten Wochen ging es bei uns um das Labeln von Sätzen.	In the last few weeks, we were concerned with labeling sentences.	0	0
swp	5	38	1	Zuerst haben wir eine Aufteilung gewählt um die Sätze zu labeln.	First we chose a division to label the sentences.	0	0
swp	5	38	2	Dabei sollte jeder Satz von einer Person annotiert werden, und dann von einer zweiten Person überprüft werden.	Each sentence should be annotated by one person and then checked by a second person.	0	0
swp	5	38	3	Das Labeln war schwieriger als gedacht, da unterschiedliche Gruppenteilnehmer oft andere Ideen hatten, was wie gelabelt werden sollte.	Labeling was more difficult than expected, as different group members often had different ideas about what should be labeled and how.	2	2
swp	5	38	4	Außerdem mussten einige Aufgaben neu verteilt werden, da jemand das Projekt verlassen hat.	Also, some tasks had to be redistributed because someone left the project.	0	0
